"trip_id","stop_sequence","stop_id","arrival_time","departure_time"
13,3,53,"22:1:37","9:33:38"
13,4,81,"16:45:3","5:36:39"
13,5,68,"17:6:37","22:7:47"
14,1,75,"21:52:29","16:0:47"
14,2,59,"7:31:44","21:53:52"
14,3,79,"21:51:46","21:49:14"
14,4,80,"6:39:21","18:17:40"
14,5,16,"19:17:14","21:19:31"
15,1,36,"20:43:17","21:15:23"
15,2,59,"16:9:29","8:30:49"
15,3,35,"11:24:8","6:0:41"
15,4,4,"8:32:51","9:4:42"
15,5,48,"18:28:4","5:44:37"
16,1,4,"16:31:38","10:8:52"
16,2,69,"11:3:35","17:16:26"
16,3,26,"11:18:46","20:16:1"
16,4,71,"6:32:56","10:1:12"
16,5,87,"10:58:40","12:28:2"
17,1,18,"10:16:6","23:4:23"
17,2,31,"12:45:52","20:22:40"
17,3,32,"19:36:50","9:16:52"
17,4,4,"13:56:47","13:28:3"
17,5,53,"21:7:55","6:10:55"
18,1,78,"19:45:9","13:9:55"
18,2,87,"10:24:46","20:40:8"
18,3,8,"11:14:21","5:3:39"
18,4,64,"9:51:15","13:18:46"
18,5,78,"11:41:2","14:35:16"
19,1,68,"22:3:23","20:39:20"
19,2,26,"8:23:17","12:4:46"
19,3,15,"15:58:36","8:31:13"
19,4,58,"17:39:27","5:43:42"
19,5,7,"21:42:0","20:55:29"
20,1,47,"21:12:11","22:24:45"
20,2,24,"5:50:53","22:45:29"
20,3,71,"10:1:42","8:48:36"
20,4,54,"8:23:45","19:15:11"
20,5,32,"10:11:57","17:40:33"
21,1,83,"9:35:42","6:40:32"
21,2,48,"18:41:1","11:10:42"
21,3,42,"12:15:36","11:29:46"
21,4,35,"13:11:39","8:31:36"
21,5,80,"18:3:47","12:42:7"
22,1,42,"15:1:49","18:22:34"
22,2,26,"22:20:17","10:25:55"
22,3,88,"11:58:59","16:24:36"
22,4,1,"5:46:39","5:7:31"
22,5,88,"13:12:25","7:28:36"
23,1,53,"18:0:38","8:46:4"
23,2,54,"16:45:47","9:10:17"
23,3,83,"17:45:13","12:8:1"
23,4,78,"14:16:56","21:42:54"
23,5,9,"8:27:13","15:49:14"
24,1,9,"7:32:50","23:14:56"
24,2,27,"16:35:35","19:1:51"
24,3,27,"10:22:45","16:29:18"
24,4,80,"19:47:58","10:28:7"
24,5,45,"14:34:57","6:33:45"
25,1,41,"5:23:6","15:15:36"
25,2,29,"22:26:28","19:6:39"
25,3,35,"20:51:44","6:15:58"
25,4,93,"6:44:42","15:10:54"
25,5,80,"19:44:44","12:16:45"
26,1,47,"17:51:32","16:26:59"
26,2,86,"8:58:2","9:58:55"
26,3,25,"10:42:44","13:54:37"
26,4,68,"11:38:41","16:20:35"
26,5,23,"13:7:45","18:47:14"
27,1,98,"18:38:17","22:35:19"
27,2,30,"17:38:19","22:20:7"
27,3,47,"13:30:22","10:7:50"
27,4,15,"20:6:44","20:19:17"
27,5,20,"22:58:45","20:6:43"
28,1,2,"11:30:37","18:55:38"
28,2,47,"23:11:57","12:25:12"
28,3,29,"19:29:14","13:46:13"
28,4,11,"16:15:41","13:30:41"
28,5,65,"14:58:28","15:46:21"
29,1,59,"18:17:12","14:4:9"
29,2,16,"13:40:13","7:27:53"
29,3,98,"19:2:45","5:45:56"
29,4,55,"11:2:12","21:22:53"
29,5,21,"17:34:24","16:12:22"
30,1,66,"11:4:33","12:12:16"
30,2,16,"23:55:31","9:40:55"
30,3,64,"8:4:35","16:18:32"
30,4,85,"16:18:41","21:58:44"
30,5,71,"7:8:56","20:57:33"
31,1,99,"12:56:49","13:49:15"
31,2,18,"5:2:42","23:19:31"
31,3,61,"9:23:21","16:46:4"
31,4,32,"15:2:24","22:32:31"
31,5,30,"14:16:11","13:9:37"
32,1,24,"20:46:28","17:6:40"
32,2,57,"21:54:11","9:22:55"
32,3,42,"22:36:42","8:39:46"
32,4,38,"20:26:0","23:8:17"
32,5,24,"10:11:53","8:28:58"
33,1,65,"22:39:8","11:21:27"
33,2,51,"21:25:52","18:28:9"
33,3,93,"6:50:15","22:23:41"
33,4,63,"19:59:28","22:17:32"
33,5,17,"17:59:34","21:2:23"
34,1,95,"15:57:49","18:24:23"
34,2,24,"15:56:37","12:23:28"
34,3,24,"13:45:5","18:56:9"
34,4,95,"23:24:27","14:11:48"
34,5,81,"8:48:56","8:27:7"
35,1,44,"16:28:41","9:27:57"
35,2,85,"20:36:46","9:59:50"
35,3,68,"22:18:14","10:28:59"
35,4,7,"16:23:56","15:2:13"
35,5,60,"19:31:33","13:52:29"
36,1,24,"17:55:58","5:41:20"
36,2,71,"17:46:55","19:31:50"
36,3,23,"18:52:50","21:4:22"
36,4,75,"13:38:1","8:51:58"
36,5,24,"10:33:21","13:7:4"
37,1,4,"15:7:2","6:41:31"
37,2,57,"10:26:3","15:56:33"
37,3,2,"5:31:3","22:9:53"
37,4,70,"12:55:4","21:0:30"
37,5,39,"21:5:49","20:27:29"
38,1,47,"15:18:59","15:32:59"
38,2,95,"15:20:35","8:29:0"
38,3,93,"16:24:44","19:26:1"
38,4,93,"11:7:17","10:56:32"
38,5,76,"21:43:4","16:15:50"
39,1,45,"6:35:11","11:5:0"
39,2,35,"14:55:5","11:45:30"
39,3,43,"19:47:44","10:4:31"
39,4,71,"11:54:13","11:16:21"
39,5,56,"19:23:5","18:16:7"
40,1,52,"17:31:48","23:16:59"
40,2,73,"12:10:54","8:54:35"
40,3,66,"12:42:1","22:5:23"
40,4,94,"16:53:21","14:45:21"
40,5,66,"15:59:2","5:34:47"
41,1,21,"10:50:11","9:42:29"
41,2,11,"7:48:2","15:31:33"
41,3,89,"13:58:24","22:53:1"
41,4,13,"10:47:37","17:29:29"
41,5,55,"8:10:30","22:52:0"
42,1,66,"8:59:33","12:4:35"
42,2,19,"20:53:3","17:38:39"
42,3,67,"5:21:16","6:4:14"
42,4,37,"9:22:38","11:59:3"
42,5,75,"12:47:34","7:55:34"
43,1,37,"22:20:13","5:11:23"
43,2,44,"6:58:39","23:25:24"
43,3,86,"18:4:12","11:58:12"
43,4,94,"13:19:32","16:38:23"
43,5,81,"7:31:3","10:13:50"
44,1,19,"8:13:0","20:40:45"
44,2,65,"22:17:20","9:58:33"
44,3,34,"11:28:9","10:13:44"
44,4,71,"8:39:17","23:39:6"
44,5,3,"22:4:53","17:25:53"
45,1,92,"12:53:17","8:9:25"
45,2,17,"13:3:45","23:14:9"
45,3,26,"7:42:26","17:21:41"
45,4,37,"22:10:14","18:0:29"
45,5,49,"15:3:32","23:2:37"
46,1,11,"20:37:32","6:27:8"
46,2,94,"19:28:12","20:34:6"
46,3,22,"10:22:46","15:24:16"
46,4,65,"20:12:29","18:36:50"
46,5,90,"16:35:52","15:7:6"
47,1,82,"12:33:39","8:13:6"
47,2,85,"13:43:58","13:32:56"
47,3,55,"13:2:2","10:7:43"
47,4,52,"7:18:42","23:47:53"
47,5,12,"8:57:51","5:1:38"
48,1,49,"19:14:41","20:43:53"
48,2,29,"12:3:26","23:46:23"
48,3,66,"14:54:35","16:54:2"
48,4,48,"7:22:27","23:2:4"
48,5,54,"12:16:23","12:51:22"
49,1,81,"11:55:45","5:52:22"
49,2,64,"19:9:42","20:11:0"
49,3,32,"6:24:38","16:28:20"
49,4,84,"23:44:53","10:31:37"
49,5,45,"16:39:19","22:46:32"
50,1,71,"16:45:52","15:59:10"
50,2,92,"20:17:21","14:34:56"
50,3,88,"21:20:4","22:40:46"
50,4,100,"20:4:59","6:41:30"
50,5,22,"9:31:5","13:50:14"
51,1,34,"18:5:40","20:6:34"
51,2,22,"20:58:54","11:44:50"
51,3,31,"18:19:2","11:9:32"
51,4,49,"9:11:43","10:40:48"
51,5,69,"11:51:0","16:36:16"
52,1,34,"23:18:2","8:38:38"
52,2,75,"6:51:11","15:32:55"
52,3,61,"18:11:53","14:51:41"
52,4,92,"20:15:56","6:15:6"
52,5,1,"19:40:59","14:18:1"
53,1,27,"16:14:57","8:6:18"
53,2,48,"17:52:43","14:38:11"
53,3,74,"21:23:39","15:17:0"
53,4,2,"16:57:27","8:6:45"
53,5,62,"23:29:1","18:8:37"
54,1,56,"22:4:58","7:22:11"
54,2,33,"23:2:7","22:13:9"
54,3,38,"15:26:28","8:6:11"
54,4,27,"11:6:48","15:46:35"
54,5,2,"14:29:14","8:26:12"
55,1,22,"10:34:54","6:36:25"
55,2,68,"14:36:30","12:29:7"
55,3,56,"6:50:17","5:48:20"
55,4,56,"15:23:7","9:21:55"
55,5,34,"7:6:12","20:25:23"
56,1,100,"17:21:53","12:54:35"
56,2,65,"5:10:51","5:27:55"
56,3,51,"11:25:24","11:28:45"
56,4,36,"8:42:35","12:58:4"
56,5,60,"14:16:32","18:40:37"
57,1,69,"22:32:54","14:18:32"
57,2,67,"5:29:17","7:27:36"
57,3,20,"22:24:15","15:0:29"
57,4,26,"14:46:1","12:14:41"
57,5,5,"18:45:13","13:54:13"
58,1,46,"16:28:28","18:14:34"
58,2,18,"17:44:37","20:43:23"
58,3,7,"19:16:32","6:22:21"
58,4,74,"10:28:14","16:22:44"
58,5,85,"14:41:51","15:16:29"
59,1,1,"12:57:42","15:45:49"
59,2,92,"5:55:36","21:39:48"
59,3,37,"8:51:21","23:1:4"
59,4,55,"21:31:40","22:21:1"
59,5,83,"20:23:12","14:36:30"
60,1,84,"21:16:0","19:49:26"
60,2,93,"13:5:41","13:14:53"
60,3,10,"23:30:42","17:26:2"
60,4,73,"16:9:58","14:36:37"
60,5,74,"8:13:6","18:27:37"
61,1,42,"16:46:3","18:12:42"
61,2,83,"12:4:32","10:31:27"
61,3,55,"6:9:2","15:24:36"
61,4,75,"13:57:41","16:53:10"
61,5,39,"18:59:1","22:22:57"
62,1,65,"23:32:45","21:41:47"
62,2,78,"21:25:11","20:26:29"
62,3,57,"23:45:40","7:7:47"
62,4,70,"7:16:17","10:55:2"
62,5,12,"7:7:45","19:42:22"
63,1,29,"21:20:39","15:29:32"
63,2,8,"20:56:21","23:2:56"
63,3,66,"21:7:0","10:8:49"
63,4,59,"22:22:14","17:1:1"
63,5,60,"20:14:39","23:45:2"
64,1,24,"13:46:26","11:27:22"
64,2,34,"8:13:25","8:17:34"
64,3,40,"19:43:20","12:0:14"
64,4,23,"12:44:2","20:21:11"
64,5,48,"5:0:36","18:40:6"
65,1,69,"22:28:12","16:26:3"
65,2,36,"7:37:20","11:56:37"
65,3,23,"23:58:7","13:39:55"
65,4,97,"23:4:5","20:47:53"
65,5,26,"11:36:15","14:38:31"
66,1,3,"10:6:48","5:23:33"
66,2,83,"19:44:3","23:14:48"
66,3,38,"12:19:21","13:21:7"
66,4,86,"18:10:59","22:39:48"
66,5,15,"11:41:44","5:38:9"
67,1,7,"19:35:28","10:9:15"
67,2,17,"12:25:55","5:43:40"
67,3,85,"20:26:49","9:7:39"
67,4,82,"13:50:51","12:50:13"
67,5,6,"9:58:2","17:56:8"
68,1,35,"11:10:50","22:38:26"
68,2,99,"23:6:40","8:48:7"
68,3,73,"12:28:46","6:10:11"
68,4,70,"8:51:34","19:27:44"
68,5,93,"17:31:51","22:8:5"
69,1,91,"23:35:10","23:43:55"
69,2,92,"19:6:1","20:24:51"
69,3,21,"13:55:10","7:12:55"
69,4,55,"9:11:44","19:23:21"
69,5,22,"11:12:35","14:25:14"
70,1,56,"12:36:59","11:8:46"
70,2,74,"21:16:48","9:42:32"
70,3,45,"18:16:32","11:5:12"
70,4,34,"18:29:31","14:16:49"
70,5,91,"5:36:12","10:11:54"
71,1,79,"21:41:58","22:37:13"
71,2,63,"13:7:45","20:52:54"
71,3,46,"15:11:6","12:48:5"
71,4,50,"10:28:8","9:9:55"
71,5,58,"8:0:39","18:15:13"
72,1,25,"15:40:7","13:55:15"
72,2,21,"8:28:11","16:57:21"
72,3,21,"5:42:13","12:58:41"
72,4,13,"7:25:32","17:4:45"
72,5,36,"15:34:43","18:26:46"
73,1,57,"22:35:46","8:34:1"
73,2,84,"18:58:3","11:4:49"
73,3,74,"22:6:0","16:44:28"
73,4,14,"22:42:19","16:16:3"
73,5,79,"7:39:13","11:9:57"
74,1,63,"23:49:20","23:35:28"
74,2,47,"13:22:32","19:54:46"
74,3,25,"11:55:28","15:14:28"
74,4,87,"7:21:31","16:18:34"
74,5,27,"8:58:46","6:36:1"
75,1,86,"10:25:8","12:48:42"
75,2,88,"13:5:34","19:27:13"
75,3,27,"13:26:18","7:26:12"
75,4,36,"6:35:46","19:11:29"
75,5,20,"9:13:16","21:48:59"
76,1,34,"5:56:16","16:35:35"
76,2,86,"5:39:51","11:39:32"
76,3,6,"7:40:42","5:51:45"
76,4,60,"6:6:25","21:27:8"
76,5,31,"13:4:39","10:22:14"
77,1,16,"13:54:32","12:35:23"
77,2,53,"19:26:46","7:35:58"
77,3,6,"20:47:32","13:36:46"
77,4,100,"10:48:18","20:55:44"
77,5,49,"9:48:40","18:9:16"
78,1,48,"12:28:50","8:54:1"
78,2,20,"15:56:38","10:5:16"
78,3,13,"14:45:1","6:40:9"
78,4,12,"9:17:46","7:8:18"
78,5,13,"11:56:56","13:18:8"
79,1,92,"23:25:43","12:7:56"
79,2,64,"21:29:14","5:41:9"
79,3,78,"8:50:12","14:46:6"
79,4,50,"6:21:37","13:54:19"
79,5,20,"16:21:17","21:43:40"
80,1,54,"22:30:25","5:53:41"
80,2,99,"14:5:39","5:25:54"
80,3,27,"21:14:27","18:45:40"
80,4,21,"17:7:25","18:42:55"
80,5,78,"21:54:8","21:54:55"
81,1,83,"7:46:55","13:59:54"
81,2,34,"17:41:38","17:16:59"
81,3,77,"5:55:32","13:6:1"
81,4,68,"6:6:24","16:56:6"
81,5,88,"15:32:54","22:52:51"
82,1,5,"14:46:34","5:36:46"
82,2,93,"19:47:43","14:2:54"
82,3,4,"15:5:13","18:14:8"
82,4,33,"7:47:26","7:36:28"
82,5,19,"23:21:4","12:40:12"
83,1,15,"23:15:6","7:22:30"
83,2,80,"9:21:26","9:21:29"
83,3,11,"23:13:40","17:2:18"
83,4,15,"14:40:56","7:44:59"
83,5,81,"8:58:39","19:33:25"
84,1,15,"19:38:58","5:11:10"
84,2,9,"22:22:4","6:21:1"
84,3,98,"22:42:4","17:38:34"
84,4,61,"17:7:8","21:30:56"
84,5,88,"19:13:41","9:34:6"
85,1,74,"10:18:12","19:9:20"
85,2,20,"17:4:39","5:17:36"
85,3,78,"19:4:8","21:1:50"
85,4,90,"18:53:42","10:40:51"
85,5,89,"20:59:22","20:46:14"
86,1,96,"21:30:22","11:43:42"
86,2,6,"13:13:8","17:17:41"
86,3,20,"19:18:26","14:57:33"
86,4,43,"5:39:27","7:42:52"
86,5,80,"7:49:33","11:34:6"
87,1,50,"20:50:21","20:8:57"
87,2,76,"23:44:57","15:38:39"
87,3,44,"9:54:48","23:30:46"
87,4,74,"10:10:35","5:19:7"
87,5,16,"9:54:16","17:48:20"
88,1,49,"17:49:9","7:50:52"
88,2,66,"10:6:16","19:9:50"
88,3,4,"8:36:6","22:55:8"
88,4,81,"23:25:48","23:20:46"
88,5,23,"13:42:34","5:11:30"
89,1,4,"10:15:28","14:26:50"
89,2,17,"18:11:24","16:4:30"
89,3,69,"7:23:28","17:25:2"
89,4,20,"7:49:44","16:1:38"
89,5,21,"5:1:44","20:38:18"
90,1,33,"8:2:43","13:8:37"
90,2,89,"8:54:40","14:41:9"
90,3,3,"10:52:36","13:58:39"
90,4,66,"13:51:5","17:3:14"
90,5,50,"17:58:22","7:28:27"
91,1,70,"7:52:6","12:41:16"
91,2,85,"10:54:50","20:29:12"
91,3,25,"9:41:4","11:48:23"
91,4,95,"12:26:37","5:30:57"
91,5,71,"14:5:44","23:50:28"
92,1,99,"11:10:52","22:45:38"
92,2,37,"11:1:40","11:0:34"
92,3,58,"17:39:20","16:33:57"
92,4,98,"6:18:48","14:13:17"
92,5,75,"19:8:5","11:59:0"
93,1,35,"7:29:0","11:45:41"
93,2,18,"13:56:20","9:37:39"
93,3,95,"11:5:33","13:28:10"
93,4,60,"8:30:20","9:31:23"
93,5,22,"18:26:24","10:54:57"
94,1,88,"11:23:58","11:27:52"
94,2,69,"11:3:23","22:59:53"
94,3,7,"11:25:6","13:50:13"
94,4,98,"9:26:52","16:11:22"
94,5,9,"14:3:21","23:26:4"
95,1,25,"8:2:26","16:56:0"
95,2,51,"5:49:34","18:15:10"
95,3,3,"8:20:12","13:48:44"
95,4,36,"13:5:47","16:7:13"
95,5,36,"11:12:46","23:34:40"
96,1,32,"20:38:0","16:46:32"
96,2,46,"18:39:23","18:2:46"
96,3,36,"22:42:13","16:22:24"
96,4,61,"9:31:36","16:54:38"
96,5,95,"18:23:11","13:34:34"
97,1,71,"14:28:42","14:16:58"
97,2,47,"12:18:11","15:0:12"
97,3,35,"6:5:38","20:49:38"
97,4,90,"9:54:16","9:53:58"
97,5,14,"13:49:37","18:56:8"
98,1,45,"9:36:8","19:53:1"
98,2,16,"22:14:5","12:8:11"
98,3,23,"12:28:39","12:8:41"
98,4,78,"23:30:25","11:6:35"
98,5,90,"7:6:9","18:47:11"
99,1,54,"18:15:10","19:35:42"
99,2,69,"17:32:29","5:6:58"
99,3,79,"9:55:52","11:45:12"
99,4,9,"15:31:33","5:21:18"
99,5,91,"15:28:13","6:55:33"
100,1,68,"16:7:45","6:13:33"
100,2,13,"13:4:13","9:2:55"
100,3,5,"8:33:7","18:11:34"
100,4,98,"10:30:3","23:12:48"
100,5,31,"14:23:57","8:14:56"
101,1,88,"8:26:13","19:36:30"
101,2,94,"5:5:2","16:38:45"
101,3,40,"16:19:40","22:4:10"
101,4,38,"11:10:21","11:39:55"
101,5,65,"17:22:7","5:39:14"
102,1,87,"10:57:18","19:21:20"
102,2,36,"10:10:36","19:4:24"
102,3,54,"20:51:48","6:1:55"
102,4,96,"6:38:26","12:47:7"
102,5,59,"19:24:16","9:11:46"
103,1,19,"19:53:11","8:19:18"
103,2,25,"22:57:0","10:2:6"
103,3,90,"23:53:42","16:19:52"
103,4,10,"21:14:42","7:48:4"
103,5,22,"5:1:46","12:30:58"
104,1,7,"18:51:18","7:5:20"
104,2,64,"17:28:49","6:46:58"
104,3,36,"6:1:3","7:10:4"
104,4,63,"7:53:12","8:35:37"
104,5,12,"20:33:27","8:18:19"
105,1,48,"17:6:0","15:30:7"
105,2,95,"22:54:4","20:38:30"
105,3,54,"10:32:0","17:32:8"
105,4,90,"21:51:7","17:32:5"
105,5,80,"23:31:26","14:14:56"
106,1,81,"12:40:37","17:13:1"
106,2,78,"10:44:42","18:9:1"
106,3,24,"13:14:51","7:15:21"
106,4,83,"23:31:33","18:28:15"
106,5,73,"10:35:46","21:44:45"
107,1,90,"23:42:40","10:33:33"
107,2,47,"9:27:27","12:25:5"
107,3,38,"7:13:48","6:18:3"
107,4,14,"15:44:58","21:31:56"
107,5,37,"14:56:29","15:12:47"
108,1,70,"15:14:43","11:44:42"
108,2,24,"6:28:10","21:45:28"
108,3,81,"13:3:54","13:52:27"
108,4,30,"10:28:16","7:50:14"
108,5,49,"15:34:52","18:31:41"
109,1,69,"7:51:9","5:18:18"
109,2,100,"20:47:6","6:2:2"
109,3,60,"9:21:42","18:49:13"
109,4,49,"7:12:7","9:7:16"
109,5,83,"9:55:40","13:35:34"
110,1,28,"14:42:33","16:26:27"
110,2,41,"21:36:55","21:50:25"
110,3,56,"7:47:29","16:5:38"
110,4,85,"15:43:42","15:57:0"
110,5,48,"19:13:9","12:10:19"
111,1,14,"16:58:47","9:58:16"
111,2,67,"12:24:48","8:45:49"
111,3,92,"18:39:24","22:23:16"
111,4,94,"19:56:2","14:6:43"
111,5,43,"8:44:2","20:45:15"
112,1,39,"13:57:36","12:49:54"
112,2,74,"7:12:58","16:44:47"
112,3,81,"21:3:28","23:38:58"
112,4,5,"22:55:55","19:15:13"
112,5,46,"10:32:40","10:52:6"
113,1,53,"13:17:46","18:32:14"
113,2,78,"19:12:50","13:17:37"
113,3,2,"5:7:29","13:42:50"
113,4,88,"10:17:28","18:50:1"
113,5,27,"10:52:0","14:9:27"
114,1,1,"19:20:36","23:8:23"
114,2,32,"8:23:16","12:2:41"
114,3,64,"14:36:22","21:50:3"
114,4,43,"23:11:30","20:31:42"
114,5,13,"12:40:49","7:45:39"
115,1,49,"16:24:12","14:26:10"
115,2,34,"6:17:11","22:25:19"
115,3,10,"9:3:42","5:49:12"
115,4,86,"18:50:39","20:33:35"
115,5,67,"5:35:5","15:10:57"
116,1,39,"22:10:42","7:35:26"
116,2,69,"14:31:8","16:42:53"
116,3,98,"15:7:15","6:45:25"
116,4,47,"13:28:34","6:33:19"
116,5,8,"7:20:12","21:42:53"
117,1,31,"7:0:9","18:27:31"
117,2,74,"5:39:7","17:39:56"
117,3,52,"22:42:37","11:7:58"
117,4,83,"12:19:31","22:17:47"
117,5,69,"21:53:53","23:47:26"
118,1,39,"14:35:15","5:34:14"
118,2,10,"23:45:10","19:32:17"
118,3,66,"12:11:26","22:22:15"
118,4,22,"13:20:43","6:21:29"
118,5,96,"9:53:52","10:49:23"
119,1,55,"12:45:49","14:10:0"
119,2,89,"14:58:45","14:13:36"
119,3,16,"21:17:39","12:42:58"
119,4,69,"21:17:4","7:40:31"
119,5,8,"21:52:49","17:18:3"
120,1,82,"16:44:40","9:36:12"
120,2,58,"11:34:41","22:4:21"
120,3,65,"8:2:46","7:2:41"
120,4,34,"14:34:47","18:8:24"
120,5,64,"11:51:42","21:32:47"
121,1,87,"20:43:42","20:5:14"
121,2,68,"14:42:4","6:24:36"
121,3,55,"17:18:0","19:34:5"
121,4,5,"14:8:32","8:44:7"
121,5,20,"13:41:10","18:55:10"
122,1,53,"23:38:54","12:44:42"
122,2,4,"7:4:59","6:19:27"
122,3,18,"9:42:48","22:21:51"
122,4,33,"21:46:0","18:26:31"
122,5,81,"17:33:33","9:6:33"
123,1,15,"10:35:3","20:37:25"
123,2,52,"13:11:42","17:29:17"
123,3,87,"23:39:5","9:3:21"
123,4,41,"12:50:2","15:33:46"
123,5,10,"21:14:48","19:31:55"
124,1,11,"6:47:34","13:40:12"
124,2,27,"23:42:9","5:10:25"
124,3,90,"8:54:1","15:17:18"
124,4,78,"23:51:13","11:1:54"
124,5,58,"12:31:38","18:2:22"
125,1,81,"5:58:38","16:47:21"
125,2,12,"6:14:24","7:45:22"
125,3,23,"20:14:35","19:47:40"
125,4,67,"10:52:57","16:55:43"
125,5,97,"12:27:7","10:53:49"
126,1,21,"15:21:37","14:46:46"
126,2,31,"14:1:27","14:4:11"
126,3,57,"20:33:9","7:24:40"
126,4,60,"6:45:13","14:41:29"
126,5,91,"5:17:46","15:22:56"
127,1,54,"18:27:16","12:33:50"
127,2,34,"19:7:34","14:38:9"
127,3,25,"9:55:58","22:17:51"
127,4,1,"23:54:56","5:12:55"
127,5,100,"15:46:49","5:18:28"
128,1,73,"16:52:17","12:23:55"
128,2,78,"7:41:56","19:11:24"
128,3,22,"17:10:6","18:13:35"
128,4,97,"12:48:43","23:53:15"
128,5,23,"16:20:40","12:13:59"
129,1,26,"5:11:55","14:36:49"
129,2,76,"12:22:18","15:58:22"
129,3,42,"23:55:6","9:8:21"
129,4,30,"13:46:10","14:40:19"
129,5,60,"21:21:15","6:11:11"
130,1,72,"17:8:37","20:28:22"
130,2,31,"8:2:39","23:19:20"
130,3,98,"10:34:29","22:41:14"
130,4,79,"8:39:34","17:59:4"
130,5,94,"19:7:53","6:55:2"
131,1,54,"20:31:21","11:12:4"
131,2,66,"19:47:14","23:7:5"
131,3,46,"17:51:51","17:58:43"
131,4,35,"13:44:4","18:19:5"
131,5,19,"6:6:18","20:21:33"
132,1,62,"13:47:24","10:7:17"
132,2,32,"6:15:49","13:23:3"
132,3,63,"21:5:23","13:13:47"
132,4,63,"7:57:25","16:24:49"
132,5,95,"20:39:12","23:32:6"
133,1,23,"19:24:38","15:46:42"
133,2,66,"15:21:54","10:24:33"
133,3,100,"20:29:3","5:40:56"
133,4,95,"7:58:16","13:28:26"
133,5,11,"17:22:46","9:32:14"
134,1,44,"11:35:3","18:54:44"
134,2,94,"7:0:26","22:33:20"
134,3,97,"22:15:24","23:3:2"
134,4,72,"16:22:29","8:57:28"
134,5,91,"15:46:2","9:0:39"
135,1,2,"6:19:11","12:57:50"
135,2,25,"7:57:47","18:17:24"
135,3,71,"21:19:47","13:13:54"
135,4,77,"18:21:7","20:12:40"
135,5,35,"14:8:51","16:16:56"
136,1,84,"6:27:23","7:20:14"
136,2,57,"9:49:12","22:38:30"
136,3,11,"16:15:52","15:30:39"
136,4,68,"16:30:56","14:59:5"
136,5,80,"18:41:55","16:4:9"
137,1,62,"14:38:42","20:20:3"
137,2,29,"21:12:40","23:53:7"
137,3,31,"23:16:43","17:1:49"
137,4,6,"20:38:38","11:11:14"
137,5,75,"14:54:52","19:4:7"
138,1,48,"13:8:31","23:27:0"
138,2,72,"10:9:8","10:29:11"
138,3,90,"21:5:42","5:55:44"
138,4,13,"17:0:58","21:30:40"
138,5,39,"8:43:49","11:16:8"
139,1,100,"8:22:52","23:49:36"
139,2,77,"12:21:37","17:26:0"
139,3,99,"13:28:45","22:59:58"
139,4,30,"22:53:8","5:5:12"
139,5,28,"14:48:38","11:47:43"
140,1,31,"14:56:16","20:48:42"
140,2,33,"18:23:36","14:26:21"
