"stop_id","stop_name","stop_lat","stop_lon"
41,"New York Stop 41",40.7654934335034,-73.9675065837172
42,"New York Stop 42",40.7255039297743,-73.9967105084378
43,"New York Stop 43",40.7759938367875,-73.9757377909753
44,"New York Stop 44",40.7674839568557,-74.0061486702645
45,"New York Stop 45",40.7448980257381,-73.9615050564334
46,"New York Stop 46",40.7315601041308,-73.9683016087324
47,"New York Stop 47",40.7498474123189,-74.0119214060134
48,"New York Stop 48",40.7839344815584,-74.0151340284687
49,"New York Stop 49",40.785611080192,-73.9945544853061
50,"New York Stop 50",40.7550773129333,-73.9826369748777
51,"New York Stop 51",40.7975926502142,-73.9726051913365
52,"New York Stop 52",40.7254248291254,-74.0016775539098
53,"New York Stop 53",40.7638598642312,-73.9690364529611
54,"New York Stop 54",40.7044681491563,-73.9560099742864
55,"New York Stop 55",40.752813834371,-73.9641942183906
56,"New York Stop 56",40.7001677125227,-73.992392538304
57,"New York Stop 57",40.7859182596672,-73.960852517772
58,"New York Stop 58",40.786915733479,-73.9932343416684
59,"New York Stop 59",40.7426260821754,-74.0083781238087
60,"New York Stop 60",40.7907798157306,-73.9624753123731
61,"New York Stop 61",40.7321927820332,-73.9771046042047
62,"New York Stop 62",40.7412498113466,-74.0045763593959
63,"New York Stop 63",40.7373491823673,-73.9551356135844
64,"New York Stop 64",40.7270738681313,-73.9844922793377
65,"New York Stop 65",40.7218844660791,-74.0028648667852
66,"New York Stop 66",40.7525623717112,-74.0046861308743
67,"New York Stop 67",40.7797026953427,-73.9891686487291
68,"New York Stop 68",40.7191395329777,-74.0066294474853
69,"New York Stop 69",40.7387936562533,-74.0071267877286
70,"New York Stop 70",40.7320548055926,-73.959101285981
71,"New York Stop 71",40.731584299379,-74.0150657847291
72,"New York Stop 72",40.7772726171184,-73.9695539333601
73,"New York Stop 73",40.7717954983003,-74.0105496197147
74,"New York Stop 74",40.7180544080911,-73.977595051555
75,"New York Stop 75",40.7201194134541,-73.9581943351659
76,"New York Stop 76",40.7220057134517,-74.0083082486736
77,"New York Stop 77",40.7082766160835,-73.953875561012
78,"New York Stop 78",40.7707751668058,-73.955368103527
79,"New York Stop 79",40.7145375923719,-74.0039023511228
80,"New York Stop 80",40.7666271643713,-73.9803166952263
81,"New York Stop 81",40.7500441450393,-73.9632355150161
82,"New York Stop 82",40.7875451021129,-73.97695732116
83,"New York Stop 83",40.7849049358396,-73.9690760123567
84,"New York Stop 84",40.7713008480379,-73.9925810401398
85,"New York Stop 85",40.7683186001843,-73.9530488849012
86,"New York Stop 86",40.7183218572289,-73.9959475500719
87,"New York Stop 87",40.7993690141942,-73.9622885097819
88,"New York Stop 88",40.7299917164259,-73.97648104063
89,"New York Stop 89",40.7601133369841,-73.9953001201781
90,"New York Stop 90",40.764071604819,-73.9974995002057
91,"New York Stop 91",40.7064827684779,-73.9818931682664
92,"New York Stop 92",40.7169884474715,-73.9698436308186
93,"New York Stop 93",40.7534815376159,-73.9620770043042
94,"New York Stop 94",40.7643612063723,-73.9821975016221
95,"New York Stop 95",40.7312936411239,-73.9951010170672
96,"New York Stop 96",40.7551895916462,-73.9693915680447
97,"New York Stop 97",40.7241009987425,-73.9606324714958
98,"New York Stop 98",40.7013769164914,-73.956667638307
99,"New York Stop 99",40.7515442587668,-73.9933725077915
100,"New York Stop 100",40.7532475071494,-73.9615706882486
