"date","stop_id","entries","exits","hour"
2025-04-04,20,5764,3576,19
2025-04-04,21,3451,3126,7
2025-04-04,22,3264,3505,11
2025-04-04,23,5245,2672,20
2025-04-04,24,2259,1559,7
2025-04-04,25,658,3695,20
2025-04-04,26,3689,5639,21
2025-04-04,27,399,1511,17
2025-04-04,28,5212,5407,3
2025-04-04,29,1208,3232,23
2025-04-04,30,268,3899,18
2025-04-04,31,674,3467,9
2025-04-04,32,4330,1427,7
2025-04-04,33,3381,4736,1
2025-04-04,34,4676,4945,14
2025-04-04,35,4061,4617,3
2025-04-04,36,2800,220,19
2025-04-04,37,1985,2242,5
2025-04-04,38,3522,4624,4
2025-04-04,39,3251,3094,2
2025-04-04,40,5216,4575,13
2025-04-04,41,473,5654,18
2025-04-04,42,3858,354,15
2025-04-04,43,2613,5935,12
2025-04-04,44,5350,992,12
2025-04-04,45,2644,168,3
2025-04-04,46,5495,1921,1
2025-04-04,47,3495,221,5
2025-04-04,48,3045,3927,2
2025-04-04,49,2462,901,1
2025-04-04,50,2644,5933,14
2025-04-04,51,980,2521,18
2025-04-04,52,5921,3135,15
2025-04-04,53,2916,1029,1
2025-04-04,54,895,1178,6
2025-04-04,55,5001,3531,4
2025-04-04,56,2604,2240,1
2025-04-04,57,3020,988,17
2025-04-04,58,945,4712,16
2025-04-04,59,1715,1727,4
2025-04-04,60,1369,1054,9
2025-04-04,61,3348,5712,10
2025-04-04,62,5055,3166,18
2025-04-04,63,5798,3946,3
2025-04-04,64,4899,1673,13
2025-04-04,65,1957,4378,5
2025-04-04,66,2843,5684,7
2025-04-04,67,2947,2535,21
2025-04-04,68,2061,5861,15
2025-04-04,69,221,2065,3
2025-04-04,70,1778,674,23
2025-04-04,71,5699,582,20
2025-04-04,72,5793,5349,22
2025-04-04,73,3345,4957,12
2025-04-04,74,909,5286,8
2025-04-04,75,1234,2621,3
2025-04-04,76,3173,2083,10
2025-04-04,77,3466,2043,21
2025-04-04,78,3180,5192,20
2025-04-04,79,1745,2514,18
2025-04-04,80,5237,2121,6
2025-04-04,81,1160,5715,17
2025-04-04,82,1747,391,0
2025-04-04,83,2249,1475,3
2025-04-04,84,458,3501,4
2025-04-04,85,4930,5713,23
2025-04-04,86,4020,2993,22
2025-04-04,87,5816,3367,16
2025-04-04,88,1960,2546,8
2025-04-04,89,3143,4640,9
2025-04-04,90,5068,1261,6
2025-04-04,91,4479,2997,17
2025-04-04,92,3408,5436,19
2025-04-04,93,3096,2812,6
2025-04-04,94,1255,634,5
2025-04-04,95,1353,4603,21
2025-04-04,96,1069,4553,7
2025-04-04,97,4757,4563,2
2025-04-04,98,2478,5580,11
2025-04-04,99,1923,306,4
2025-04-04,100,1630,5422,16
2025-04-05,1,2666,2519,7
2025-04-05,2,4684,2138,22
2025-04-05,3,5542,5619,16
2025-04-05,4,725,1053,14
2025-04-05,5,1888,2936,0
2025-04-05,6,195,1464,22
2025-04-05,7,2581,4554,3
2025-04-05,8,3553,1496,13
2025-04-05,9,4135,2266,0
2025-04-05,10,4836,1316,15
2025-04-05,11,1073,1144,14
2025-04-05,12,2885,1179,4
2025-04-05,13,3972,5099,19
2025-04-05,14,4268,3726,5
2025-04-05,15,3500,2380,21
2025-04-05,16,2189,271,7
2025-04-05,17,581,5491,15
2025-04-05,18,1808,328,15
2025-04-05,19,3359,913,14
2025-04-05,20,4338,5881,6
2025-04-05,21,2846,3650,16
2025-04-05,22,4462,2078,13
2025-04-05,23,5565,5652,8
2025-04-05,24,2992,589,22
2025-04-05,25,3296,621,20
2025-04-05,26,2503,5912,0
2025-04-05,27,3496,4859,21
2025-04-05,28,2657,5622,17
2025-04-05,29,2420,225,6
2025-04-05,30,553,1670,9
2025-04-05,31,2232,4717,14
2025-04-05,32,614,2183,13
2025-04-05,33,5782,2786,22
2025-04-05,34,188,2207,12
2025-04-05,35,1696,4406,23
2025-04-05,36,3090,5834,14
2025-04-05,37,913,1743,14
2025-04-05,38,700,2209,2
2025-04-05,39,3119,5094,8
2025-04-05,40,679,1587,22
2025-04-05,41,1789,5858,9
2025-04-05,42,2868,632,2
2025-04-05,43,3529,3335,5
2025-04-05,44,4792,2638,6
2025-04-05,45,988,5514,23
2025-04-05,46,4873,3703,14
2025-04-05,47,4052,849,10
2025-04-05,48,3031,865,18
2025-04-05,49,3220,4260,15
2025-04-05,50,3031,1242,5
2025-04-05,51,1719,2349,13
2025-04-05,52,5963,191,16
2025-04-05,53,1894,4230,18
2025-04-05,54,3235,2938,4
2025-04-05,55,2904,4965,9
2025-04-05,56,4357,1968,13
2025-04-05,57,2711,627,23
2025-04-05,58,482,861,7
2025-04-05,59,4028,4007,14
2025-04-05,60,892,5043,12
2025-04-05,61,2154,3808,6
2025-04-05,62,1783,2242,10
2025-04-05,63,5087,5449,1
2025-04-05,64,4408,4975,14
2025-04-05,65,910,5739,3
2025-04-05,66,847,4403,13
2025-04-05,67,4855,4329,17
2025-04-05,68,4299,1727,4
2025-04-05,69,1587,4311,17
2025-04-05,70,1955,5731,5
2025-04-05,71,3147,2001,8
2025-04-05,72,4297,1416,16
2025-04-05,73,2996,4794,20
2025-04-05,74,5307,643,23
2025-04-05,75,1165,5182,10
2025-04-05,76,1497,990,1
2025-04-05,77,206,1866,15
2025-04-05,78,2137,5142,7
2025-04-05,79,1527,1573,21
2025-04-05,80,5662,1152,5
2025-04-05,81,5096,4730,4
2025-04-05,82,150,359,20
2025-04-05,83,3309,2836,15
2025-04-05,84,3101,584,19
2025-04-05,85,1282,1797,2
2025-04-05,86,4059,940,15
2025-04-05,87,5544,1981,18
2025-04-05,88,4418,4704,3
2025-04-05,89,1686,5883,6
2025-04-05,90,4357,3749,7
2025-04-05,91,3807,4099,11
2025-04-05,92,543,5564,18
2025-04-05,93,1487,3251,5
2025-04-05,94,5822,2225,13
2025-04-05,95,1841,5190,5
2025-04-05,96,5607,3666,9
2025-04-05,97,985,1633,1
2025-04-05,98,2404,1603,19
2025-04-05,99,3180,2115,22
2025-04-05,100,2881,4346,7
2025-04-06,1,5394,2891,20
2025-04-06,2,1338,2939,20
2025-04-06,3,4048,334,1
2025-04-06,4,4168,4506,22
2025-04-06,5,3468,2926,4
2025-04-06,6,3655,2470,0
2025-04-06,7,1246,1890,12
2025-04-06,8,1118,1499,1
2025-04-06,9,5374,3479,17
2025-04-06,10,4257,5495,0
2025-04-06,11,566,1870,20
2025-04-06,12,809,5122,4
2025-04-06,13,3091,1228,4
2025-04-06,14,3885,3336,13
2025-04-06,15,248,1112,0
2025-04-06,16,2268,225,15
2025-04-06,17,1855,1661,12
2025-04-06,18,5457,4015,21
2025-04-06,19,4424,3935,9
2025-04-06,20,5340,750,8
2025-04-06,21,3670,3162,20
2025-04-06,22,5194,2821,4
2025-04-06,23,550,2926,13
2025-04-06,24,4898,1775,17
2025-04-06,25,1275,940,15
2025-04-06,26,4806,1769,19
2025-04-06,27,2721,4689,17
2025-04-06,28,5262,180,6
2025-04-06,29,2157,2228,7
2025-04-06,30,4775,1237,10
2025-04-06,31,1553,3881,0
2025-04-06,32,4605,1792,16
2025-04-06,33,2588,2957,13
2025-04-06,34,4287,237,8
2025-04-06,35,5929,757,1
2025-04-06,36,1714,4303,1
2025-04-06,37,5068,3989,5
2025-04-06,38,5178,4585,14
2025-04-06,39,3473,4651,18
2025-04-06,40,358,4194,4
2025-04-06,41,2216,5312,16
2025-04-06,42,5189,302,16
2025-04-06,43,4757,5920,17
2025-04-06,44,5779,4095,11
2025-04-06,45,3939,2956,1
2025-04-06,46,1197,3940,5
2025-04-06,47,347,1088,16
2025-04-06,48,4181,3215,12
2025-04-06,49,2897,1907,10
2025-04-06,50,5052,3232,0
2025-04-06,51,1624,5755,15
2025-04-06,52,4447,3011,15
2025-04-06,53,1470,396,6
2025-04-06,54,1337,4818,0
2025-04-06,55,2234,3294,1
2025-04-06,56,2964,1725,20
2025-04-06,57,5376,3676,5
2025-04-06,58,191,1801,15
2025-04-06,59,4042,541,14
2025-04-06,60,888,890,15
2025-04-06,61,5996,5902,3
2025-04-06,62,2409,4688,8
2025-04-06,63,3836,5329,20
2025-04-06,64,802,2651,9
2025-04-06,65,1485,1546,1
2025-04-06,66,5154,2960,7
2025-04-06,67,2574,658,22
2025-04-06,68,1901,1552,0
2025-04-06,69,3589,3877,15
2025-04-06,70,425,4685,17
2025-04-06,71,1847,3372,5
2025-04-06,72,4875,781,2
2025-04-06,73,1900,4810,0
2025-04-06,74,1267,4682,16
2025-04-06,75,3591,2384,9
2025-04-06,76,1064,1107,3
2025-04-06,77,937,4282,3
2025-04-06,78,1064,3906,20
2025-04-06,79,1045,1462,16
2025-04-06,80,886,5171,16
2025-04-06,81,2994,3511,8
2025-04-06,82,3659,302,0
2025-04-06,83,4693,4941,21
2025-04-06,84,897,4943,12
2025-04-06,85,836,1905,7
2025-04-06,86,2078,5149,17
2025-04-06,87,2758,2531,1
2025-04-06,88,1857,5399,22
2025-04-06,89,4948,3669,16
2025-04-06,90,3998,5181,20
2025-04-06,91,5281,4434,9
2025-04-06,92,5925,5492,20
2025-04-06,93,4171,2892,7
2025-04-06,94,1852,3678,19
2025-04-06,95,1258,3212,23
2025-04-06,96,497,5857,3
2025-04-06,97,5621,3059,1
2025-04-06,98,3661,4937,4
2025-04-06,99,5150,618,1
2025-04-06,100,1491,5496,16
2025-04-07,1,2724,3243,20
2025-04-07,2,5524,377,2
2025-04-07,3,3829,5075,2
2025-04-07,4,4266,2035,5
2025-04-07,5,2621,4484,21
2025-04-07,6,2977,5105,14
2025-04-07,7,4860,4185,17
2025-04-07,8,2001,2764,8
2025-04-07,9,3592,4329,12
2025-04-07,10,5826,3749,3
2025-04-07,11,4125,2392,18
2025-04-07,12,4622,4611,22
2025-04-07,13,4791,1731,10
2025-04-07,14,4197,4746,13
2025-04-07,15,2322,4249,13
2025-04-07,16,923,1031,13
2025-04-07,17,5986,4388,10
2025-04-07,18,4406,2800,15
2025-04-07,19,598,2670,18
2025-04-07,20,2592,1261,15
2025-04-07,21,1352,5485,5
2025-04-07,22,1924,5580,8
2025-04-07,23,5504,4985,13
2025-04-07,24,1652,2842,1
2025-04-07,25,813,3691,21
2025-04-07,26,3119,1181,16
2025-04-07,27,652,1768,18
2025-04-07,28,3584,4101,8
2025-04-07,29,4604,4261,8
2025-04-07,30,1498,429,21
2025-04-07,31,5741,1360,4
2025-04-07,32,3481,305,1
2025-04-07,33,2756,491,10
2025-04-07,34,1687,1414,18
2025-04-07,35,4136,5438,4
2025-04-07,36,4804,2986,19
2025-04-07,37,3784,818,11
2025-04-07,38,2782,1574,0
2025-04-07,39,435,3224,8
2025-04-07,40,2262,753,4
2025-04-07,41,4631,1768,4
2025-04-07,42,3892,5705,13
2025-04-07,43,2672,1697,8
2025-04-07,44,2567,697,2
2025-04-07,45,5317,1463,10
2025-04-07,46,3868,317,6
2025-04-07,47,4807,5609,9
2025-04-07,48,2658,3660,14
2025-04-07,49,3241,3540,22
2025-04-07,50,4628,809,4
2025-04-07,51,2491,2283,16
2025-04-07,52,3707,1897,7
2025-04-07,53,5527,4592,6
2025-04-07,54,1446,3097,11
2025-04-07,55,3137,5337,11
2025-04-07,56,2093,3114,2
2025-04-07,57,5691,3770,21
2025-04-07,58,5013,3477,2
2025-04-07,59,1902,1476,18
2025-04-07,60,5907,3196,13
2025-04-07,61,4736,2453,2
2025-04-07,62,2166,3030,19
2025-04-07,63,1142,3304,23
2025-04-07,64,5067,1955,10
2025-04-07,65,5483,1002,16
2025-04-07,66,1451,5788,10
2025-04-07,67,2696,1432,4
2025-04-07,68,3413,1921,2
2025-04-07,69,2698,271,13
2025-04-07,70,1279,1587,15
2025-04-07,71,164,450,23
2025-04-07,72,541,4453,2
2025-04-07,73,757,3303,16
2025-04-07,74,4124,329,2
2025-04-07,75,3141,1291,2
2025-04-07,76,1463,3827,14
2025-04-07,77,4775,4974,17
2025-04-07,78,2417,705,8
2025-04-07,79,2210,2005,8
2025-04-07,80,5499,1132,13
2025-04-07,81,2718,2906,16
2025-04-07,82,2783,2381,7
2025-04-07,83,2034,1116,23
2025-04-07,84,4206,569,6
2025-04-07,85,3391,3900,14
2025-04-07,86,1778,5259,3
2025-04-07,87,5784,1571,22
2025-04-07,88,549,1418,16
2025-04-07,89,2282,5551,22
2025-04-07,90,4755,4809,17
2025-04-07,91,3320,5188,5
2025-04-07,92,3533,2181,3
2025-04-07,93,659,863,23
2025-04-07,94,1804,1827,17
2025-04-07,95,2998,3818,8
2025-04-07,96,520,589,0
2025-04-07,97,2544,2794,18
2025-04-07,98,1169,5502,18
2025-04-07,99,3409,749,21
2025-04-07,100,5413,392,10
2025-04-08,1,4339,980,6
2025-04-08,2,5476,4124,17
2025-04-08,3,3482,4521,11
2025-04-08,4,2929,285,19
2025-04-08,5,2957,5321,4
2025-04-08,6,4769,816,5
2025-04-08,7,1649,1611,4
2025-04-08,8,3740,4628,3
2025-04-08,9,5448,778,4
2025-04-08,10,5917,3658,23
2025-04-08,11,5339,3459,23
2025-04-08,12,2205,5120,9
2025-04-08,13,484,1875,16
2025-04-08,14,557,4486,5
2025-04-08,15,2513,4446,15
2025-04-08,16,2052,1205,17
2025-04-08,17,4003,5252,15
2025-04-08,18,4183,2535,17
2025-04-08,19,3496,3303,13
2025-04-08,20,570,3575,15
2025-04-08,21,3838,3255,20
2025-04-08,22,5335,4387,22
2025-04-08,23,4001,2469,9
2025-04-08,24,5303,5108,15
2025-04-08,25,425,902,0
2025-04-08,26,933,2446,0
2025-04-08,27,5286,2418,5
2025-04-08,28,5626,5315,12
2025-04-08,29,4854,3484,18
2025-04-08,30,4323,5946,8
2025-04-08,31,4088,2912,3
2025-04-08,32,1613,1458,14
2025-04-08,33,5666,2363,23
2025-04-08,34,1583,1797,9
2025-04-08,35,2452,810,9
2025-04-08,36,701,3883,22
2025-04-08,37,4380,2907,17
2025-04-08,38,2375,1359,16
2025-04-08,39,4777,4820,18
2025-04-08,40,330,688,18
2025-04-08,41,2838,5054,2
2025-04-08,42,2769,3103,3
2025-04-08,43,3072,4207,15
2025-04-08,44,5670,1257,13
2025-04-08,45,2215,4439,7
2025-04-08,46,1272,879,8
2025-04-08,47,5979,1266,14
2025-04-08,48,5574,2586,3
2025-04-08,49,1261,5030,11
2025-04-08,50,4134,2925,10
2025-04-08,51,1519,4214,9
2025-04-08,52,4261,2009,12
2025-04-08,53,2458,647,22
2025-04-08,54,3371,449,4
2025-04-08,55,3820,850,5
2025-04-08,56,5643,4009,22
2025-04-08,57,2650,5614,14
2025-04-08,58,5747,181,3
2025-04-08,59,4474,818,16
2025-04-08,60,1062,466,17
2025-04-08,61,1389,554,11
2025-04-08,62,1668,2429,12
2025-04-08,63,5123,4055,20
2025-04-08,64,3922,4726,10
2025-04-08,65,1354,5376,10
2025-04-08,66,1318,3838,16
2025-04-08,67,4970,904,21
2025-04-08,68,4418,2259,7
2025-04-08,69,5475,3070,4
2025-04-08,70,290,2155,4
2025-04-08,71,5915,1313,2
2025-04-08,72,4426,4967,14
2025-04-08,73,5460,5012,20
2025-04-08,74,2236,579,23
2025-04-08,75,2918,2844,0
2025-04-08,76,172,4060,6
2025-04-08,77,3026,3022,22
2025-04-08,78,4338,3141,11
2025-04-08,79,3823,3954,7
2025-04-08,80,3314,975,16
2025-04-08,81,5717,1507,2
2025-04-08,82,985,1202,7
2025-04-08,83,5631,5221,0
2025-04-08,84,4652,4219,6
2025-04-08,85,1107,2570,22
2025-04-08,86,395,5212,11
2025-04-08,87,5503,5282,0
2025-04-08,88,2420,5667,14
2025-04-08,89,2803,1123,10
2025-04-08,90,4973,4714,8
2025-04-08,91,3426,3517,4
2025-04-08,92,3608,5338,4
2025-04-08,93,3166,4826,22
2025-04-08,94,5336,5460,7
2025-04-08,95,4434,3410,15
2025-04-08,96,1680,4727,3
2025-04-08,97,4856,1143,21
2025-04-08,98,4521,3932,10
2025-04-08,99,4364,4153,21
2025-04-08,100,2218,748,16
2025-04-09,1,3982,4408,23
2025-04-09,2,670,2380,12
2025-04-09,3,3540,4902,23
2025-04-09,4,3516,4426,18
2025-04-09,5,3194,4363,8
2025-04-09,6,2881,4840,17
2025-04-09,7,1817,3386,15
2025-04-09,8,4037,4629,21
2025-04-09,9,1835,2952,12
2025-04-09,10,3518,878,9
2025-04-09,11,3882,2251,9
2025-04-09,12,4903,3262,11
2025-04-09,13,3213,1590,12
2025-04-09,14,3746,5602,7
2025-04-09,15,1349,4758,0
2025-04-09,16,574,2990,3
2025-04-09,17,4356,4802,23
2025-04-09,18,3499,4572,11
2025-04-09,19,4306,1805,21
2025-04-09,20,5336,3953,7
2025-04-09,21,2194,3807,23
2025-04-09,22,2162,1826,17
2025-04-09,23,4483,5907,11
2025-04-09,24,4646,727,2
2025-04-09,25,3032,523,23
2025-04-09,26,1347,5413,9
2025-04-09,27,5085,4853,6
2025-04-09,28,5818,3695,4
2025-04-09,29,4403,4571,2
2025-04-09,30,4432,1752,8
2025-04-09,31,652,2453,20
2025-04-09,32,2963,5780,10
2025-04-09,33,1813,585,14
2025-04-09,34,5581,2370,20
2025-04-09,35,5203,3676,1
2025-04-09,36,235,5723,5
2025-04-09,37,4915,4591,5
2025-04-09,38,4940,5079,13
2025-04-09,39,3692,538,23
2025-04-09,40,5542,1669,22
2025-04-09,41,3755,2937,10
2025-04-09,42,1770,1823,5
2025-04-09,43,5386,733,7
2025-04-09,44,4132,3465,9
2025-04-09,45,4352,2438,21
2025-04-09,46,1003,4945,8
2025-04-09,47,2756,3229,11
2025-04-09,48,4857,5715,7
2025-04-09,49,5933,4300,12
2025-04-09,50,3750,1705,5
2025-04-09,51,4597,4535,3
2025-04-09,52,1239,5527,1
2025-04-09,53,5898,2891,4
2025-04-09,54,1578,5107,3
2025-04-09,55,3114,4833,2
2025-04-09,56,311,586,3
2025-04-09,57,5490,3159,23
2025-04-09,58,3732,460,14
2025-04-09,59,2975,4952,19
2025-04-09,60,5884,5542,22
2025-04-09,61,2884,5231,0
2025-04-09,62,3210,2920,5
2025-04-09,63,1581,3615,6
2025-04-09,64,322,4249,12
2025-04-09,65,5721,3251,16
2025-04-09,66,696,600,6
2025-04-09,67,1800,3199,2
2025-04-09,68,5689,5751,5
2025-04-09,69,4423,395,8
2025-04-09,70,4339,3789,14
2025-04-09,71,4199,5505,16
2025-04-09,72,2539,2163,1
2025-04-09,73,5035,818,8
2025-04-09,74,5614,3675,4
2025-04-09,75,5933,4105,18
2025-04-09,76,1964,566,17
2025-04-09,77,2421,2992,4
2025-04-09,78,3333,4768,11
2025-04-09,79,950,828,5
2025-04-09,80,3466,2306,8
2025-04-09,81,1469,4385,2
2025-04-09,82,4478,3586,15
2025-04-09,83,334,3387,0
2025-04-09,84,1723,864,20
2025-04-09,85,5690,1884,8
2025-04-09,86,3276,3695,20
2025-04-09,87,4414,5227,14
2025-04-09,88,223,1427,21
2025-04-09,89,288,1394,23
2025-04-09,90,1519,3794,15
2025-04-09,91,4178,5097,0
2025-04-09,92,5965,2527,18
2025-04-09,93,5000,4944,5
2025-04-09,94,2372,2362,18
2025-04-09,95,772,985,11
2025-04-09,96,5625,205,4
2025-04-09,97,3610,869,20
2025-04-09,98,1583,5099,2
2025-04-09,99,1866,5894,18
2025-04-09,100,4382,417,11
2025-04-10,1,3755,4672,13
2025-04-10,2,418,2739,10
2025-04-10,3,3640,4750,4
2025-04-10,4,2800,3366,11
2025-04-10,5,947,1474,7
2025-04-10,6,4815,5182,2
2025-04-10,7,1802,4486,15
2025-04-10,8,5067,5900,14
2025-04-10,9,2430,3356,10
2025-04-10,10,2561,2894,1
2025-04-10,11,5763,2607,0
2025-04-10,12,3114,2453,11
2025-04-10,13,4786,2301,8
2025-04-10,14,968,5418,21
2025-04-10,15,1387,4773,19
2025-04-10,16,1375,489,17
2025-04-10,17,2932,4953,20
2025-04-10,18,760,5884,6
2025-04-10,19,3179,4586,18
2025-04-10,20,4979,1128,4
2025-04-10,21,509,3246,2
2025-04-10,22,5304,5779,22
2025-04-10,23,718,3494,14
2025-04-10,24,1099,805,20
2025-04-10,25,1009,5532,8
2025-04-10,26,4451,2486,7
2025-04-10,27,250,3139,14
2025-04-10,28,2514,1211,21
2025-04-10,29,3339,5778,3
2025-04-10,30,454,2164,7
2025-04-10,31,5740,3793,11
2025-04-10,32,2527,671,8
2025-04-10,33,5623,2016,6
2025-04-10,34,5783,674,18
2025-04-10,35,4713,1817,13
2025-04-10,36,4677,1971,22
