"date","stop_id","entries","exits","hour"
2025-04-03,89,2009,3892,7
2025-04-03,90,4889,3234,1
2025-04-03,91,2100,209,5
2025-04-03,92,4753,2072,2
2025-04-03,93,4263,3051,0
2025-04-03,94,3853,2719,14
2025-04-03,95,1103,771,8
2025-04-03,96,816,616,17
2025-04-03,97,2771,3562,18
2025-04-03,98,1517,4776,3
2025-04-03,99,1932,4205,5
2025-04-03,100,2528,3532,8
2025-04-04,1,2004,4919,6
2025-04-04,2,3836,1929,12
2025-04-04,3,2758,1234,20
2025-04-04,4,1733,2439,14
2025-04-04,5,743,3552,22
2025-04-04,6,732,4040,9
2025-04-04,7,2192,4115,21
2025-04-04,8,180,4911,16
2025-04-04,9,4822,3415,20
2025-04-04,10,2100,1648,13
2025-04-04,11,4207,4603,16
2025-04-04,12,4085,4172,10
2025-04-04,13,3085,4223,11
2025-04-04,14,4359,4139,7
2025-04-04,15,2214,1518,0
2025-04-04,16,1079,3592,20
2025-04-04,17,3292,664,5
2025-04-04,18,4980,898,19
2025-04-04,19,3068,2969,11
2025-04-04,20,2491,2748,8
2025-04-04,21,746,4981,1
2025-04-04,22,2264,4717,6
2025-04-04,23,4688,4776,0
2025-04-04,24,4272,2021,20
2025-04-04,25,3558,3754,1
2025-04-04,26,2020,434,3
2025-04-04,27,704,2520,13
2025-04-04,28,1055,1744,5
2025-04-04,29,960,770,12
2025-04-04,30,2914,2388,1
2025-04-04,31,286,2101,14
2025-04-04,32,2226,1507,20
2025-04-04,33,4782,4005,17
2025-04-04,34,1988,2195,6
2025-04-04,35,2963,1061,22
2025-04-04,36,4781,2174,16
2025-04-04,37,4896,2797,8
2025-04-04,38,3273,373,18
2025-04-04,39,1912,2825,7
2025-04-04,40,4509,1191,18
2025-04-04,41,2897,4927,23
2025-04-04,42,2372,3009,20
2025-04-04,43,3356,1091,9
2025-04-04,44,4933,1500,22
2025-04-04,45,3026,3163,22
2025-04-04,46,2149,3373,14
2025-04-04,47,4568,3325,16
2025-04-04,48,1254,652,19
2025-04-04,49,1549,4293,10
2025-04-04,50,2331,4787,12
2025-04-04,51,1071,1632,22
2025-04-04,52,3371,413,20
2025-04-04,53,3679,4909,17
2025-04-04,54,4273,2006,13
2025-04-04,55,983,1142,8
2025-04-04,56,2828,4683,3
2025-04-04,57,208,2312,18
2025-04-04,58,2986,2463,3
2025-04-04,59,3997,2645,0
2025-04-04,60,2367,762,4
2025-04-04,61,3816,3572,9
2025-04-04,62,2009,4790,15
2025-04-04,63,694,2687,14
2025-04-04,64,4691,2022,22
2025-04-04,65,130,1744,21
2025-04-04,66,3144,4005,0
2025-04-04,67,154,2713,16
2025-04-04,68,1901,2653,0
2025-04-04,69,1712,107,12
2025-04-04,70,1197,4290,12
2025-04-04,71,4279,4022,11
2025-04-04,72,4739,2405,20
2025-04-04,73,334,4178,12
2025-04-04,74,4000,2661,6
2025-04-04,75,1868,4254,22
2025-04-04,76,790,4111,11
2025-04-04,77,3749,1080,2
2025-04-04,78,3478,3831,0
2025-04-04,79,3353,4193,13
2025-04-04,80,4254,2961,17
2025-04-04,81,2743,757,20
2025-04-04,82,4527,2625,16
2025-04-04,83,639,1324,13
2025-04-04,84,3279,3435,5
2025-04-04,85,4492,3745,19
2025-04-04,86,4972,4742,19
2025-04-04,87,4820,1682,14
2025-04-04,88,2466,4249,21
2025-04-04,89,4039,3274,21
2025-04-04,90,2669,3805,13
2025-04-04,91,4906,3835,9
2025-04-04,92,2508,4091,19
2025-04-04,93,450,961,8
2025-04-04,94,3826,948,16
2025-04-04,95,3085,202,13
2025-04-04,96,2168,4737,23
2025-04-04,97,2204,1375,3
2025-04-04,98,2427,4396,3
2025-04-04,99,876,136,0
2025-04-04,100,1732,3115,16
2025-04-05,1,726,2203,16
2025-04-05,2,264,4681,2
2025-04-05,3,2052,3487,14
2025-04-05,4,318,2525,10
2025-04-05,5,3984,3544,9
2025-04-05,6,4735,2188,23
2025-04-05,7,4721,2136,7
2025-04-05,8,3117,3384,21
2025-04-05,9,2413,196,18
2025-04-05,10,3116,2768,5
2025-04-05,11,614,475,22
2025-04-05,12,1857,2947,3
2025-04-05,13,899,577,20
2025-04-05,14,1903,1840,10
2025-04-05,15,2587,2624,9
2025-04-05,16,4646,1250,17
2025-04-05,17,1927,3976,22
2025-04-05,18,2650,3508,2
2025-04-05,19,4352,3676,8
2025-04-05,20,258,834,7
2025-04-05,21,4006,1910,2
2025-04-05,22,3126,1198,23
2025-04-05,23,3928,4736,0
2025-04-05,24,2598,1260,1
2025-04-05,25,3565,1788,22
2025-04-05,26,1831,1862,7
2025-04-05,27,3090,2146,17
2025-04-05,28,2275,570,22
2025-04-05,29,572,1167,20
2025-04-05,30,661,483,10
2025-04-05,31,2050,2807,19
2025-04-05,32,4829,4066,17
2025-04-05,33,3859,2017,5
2025-04-05,34,1659,678,15
2025-04-05,35,1247,551,9
2025-04-05,36,1236,4073,4
2025-04-05,37,437,1304,0
2025-04-05,38,1960,1601,8
2025-04-05,39,4774,2407,3
2025-04-05,40,1269,4581,22
2025-04-05,41,4935,414,23
2025-04-05,42,1751,3671,14
2025-04-05,43,3108,3717,17
2025-04-05,44,4448,4382,17
2025-04-05,45,2382,3109,14
2025-04-05,46,3475,4553,16
2025-04-05,47,520,1707,0
2025-04-05,48,999,1547,19
2025-04-05,49,174,4957,11
2025-04-05,50,4730,4679,18
2025-04-05,51,4882,2295,18
2025-04-05,52,941,2355,14
2025-04-05,53,3460,808,0
2025-04-05,54,277,3517,23
2025-04-05,55,800,4962,20
2025-04-05,56,1641,845,3
2025-04-05,57,1186,2423,14
2025-04-05,58,447,2676,21
2025-04-05,59,1558,3121,9
2025-04-05,60,4033,2777,6
2025-04-05,61,1002,1527,0
2025-04-05,62,4024,3668,20
2025-04-05,63,3648,1268,19
2025-04-05,64,3599,3697,8
2025-04-05,65,868,2255,22
2025-04-05,66,3728,1856,18
2025-04-05,67,4176,4829,15
2025-04-05,68,3546,3547,22
2025-04-05,69,563,3970,14
2025-04-05,70,4132,923,11
2025-04-05,71,3440,740,15
2025-04-05,72,1367,222,13
2025-04-05,73,610,2293,15
2025-04-05,74,2869,1318,1
2025-04-05,75,3372,1602,20
2025-04-05,76,1467,4548,17
2025-04-05,77,2985,2635,20
2025-04-05,78,1594,782,5
2025-04-05,79,1132,1700,3
2025-04-05,80,1384,3732,16
2025-04-05,81,1605,2557,8
2025-04-05,82,3042,3589,15
2025-04-05,83,4889,2224,5
2025-04-05,84,3323,1737,15
2025-04-05,85,4901,632,6
2025-04-05,86,4504,1350,7
2025-04-05,87,3885,411,22
2025-04-05,88,4104,4140,7
2025-04-05,89,2154,3831,5
2025-04-05,90,1994,3189,6
2025-04-05,91,1395,4720,6
2025-04-05,92,1227,925,8
2025-04-05,93,2786,2210,11
2025-04-05,94,4939,177,9
2025-04-05,95,2775,1308,17
2025-04-05,96,4215,2872,12
2025-04-05,97,466,1299,0
2025-04-05,98,4024,2997,22
2025-04-05,99,1200,3974,0
2025-04-05,100,4958,2077,3
2025-04-06,1,387,1130,13
2025-04-06,2,1706,420,2
2025-04-06,3,790,1979,8
2025-04-06,4,3685,3214,21
2025-04-06,5,4595,4692,19
2025-04-06,6,3267,492,22
2025-04-06,7,2875,188,12
2025-04-06,8,418,4898,18
2025-04-06,9,1387,1048,18
2025-04-06,10,3371,3201,21
2025-04-06,11,3740,1394,1
2025-04-06,12,4108,1974,12
2025-04-06,13,2125,3188,19
2025-04-06,14,3692,3838,13
2025-04-06,15,3420,2880,20
2025-04-06,16,1975,3647,10
2025-04-06,17,249,4142,17
2025-04-06,18,206,2463,19
2025-04-06,19,4737,874,4
2025-04-06,20,4147,2290,4
2025-04-06,21,3186,784,7
2025-04-06,22,4267,375,7
2025-04-06,23,3340,3472,6
2025-04-06,24,623,797,20
2025-04-06,25,1310,2759,23
2025-04-06,26,2230,3411,22
2025-04-06,27,1195,2695,17
2025-04-06,28,2188,1532,14
2025-04-06,29,2071,1262,15
2025-04-06,30,1125,4834,4
2025-04-06,31,256,2374,16
2025-04-06,32,4924,431,13
2025-04-06,33,1955,2533,7
2025-04-06,34,1218,2391,13
2025-04-06,35,1630,4047,13
2025-04-06,36,3441,3767,5
2025-04-06,37,636,3000,20
2025-04-06,38,3999,1365,16
2025-04-06,39,2655,2823,10
2025-04-06,40,4325,4470,4
2025-04-06,41,3273,3564,19
2025-04-06,42,2641,4674,19
2025-04-06,43,1546,2647,13
2025-04-06,44,583,4029,11
2025-04-06,45,2040,4241,20
2025-04-06,46,262,4845,2
2025-04-06,47,3781,1685,17
2025-04-06,48,2303,4877,7
2025-04-06,49,1645,3749,18
2025-04-06,50,2157,4290,9
2025-04-06,51,4594,834,4
2025-04-06,52,1234,4718,16
2025-04-06,53,3028,3888,21
2025-04-06,54,3216,3457,2
2025-04-06,55,2889,1978,12
2025-04-06,56,3697,4721,8
2025-04-06,57,1271,670,13
2025-04-06,58,1276,1211,19
2025-04-06,59,835,4506,10
2025-04-06,60,4221,350,13
2025-04-06,61,3262,3009,4
2025-04-06,62,4787,2952,15
2025-04-06,63,1641,1737,1
2025-04-06,64,3830,4323,5
2025-04-06,65,2282,2931,23
2025-04-06,66,1798,2761,11
2025-04-06,67,2324,4086,1
2025-04-06,68,2506,3786,22
2025-04-06,69,4739,4823,11
2025-04-06,70,3524,3132,7
2025-04-06,71,1127,791,4
2025-04-06,72,3209,1274,13
2025-04-06,73,2876,2429,1
2025-04-06,74,2201,2766,10
2025-04-06,75,691,3038,14
2025-04-06,76,3664,3437,19
2025-04-06,77,4202,2251,19
2025-04-06,78,4860,2043,15
2025-04-06,79,3796,4578,12
2025-04-06,80,1321,1466,8
2025-04-06,81,635,2840,20
2025-04-06,82,4667,2783,21
2025-04-06,83,2113,744,19
2025-04-06,84,2315,2330,17
2025-04-06,85,4766,3325,15
2025-04-06,86,1039,2034,8
2025-04-06,87,3834,4520,4
2025-04-06,88,2002,2564,10
2025-04-06,89,1451,2371,8
2025-04-06,90,1945,1430,5
2025-04-06,91,129,3171,11
2025-04-06,92,4914,2806,23
2025-04-06,93,2774,164,14
2025-04-06,94,4702,3696,0
2025-04-06,95,2650,3584,10
2025-04-06,96,1962,2153,2
2025-04-06,97,3309,641,19
2025-04-06,98,2348,3370,19
2025-04-06,99,4368,1995,11
2025-04-06,100,1358,1649,12
2025-04-07,1,2341,4857,13
2025-04-07,2,627,2930,10
2025-04-07,3,1192,2950,10
2025-04-07,4,1393,1066,7
2025-04-07,5,1147,2446,4
2025-04-07,6,2738,4852,9
2025-04-07,7,1920,851,12
2025-04-07,8,4182,2069,22
2025-04-07,9,2102,1504,17
2025-04-07,10,1616,2193,14
2025-04-07,11,783,756,4
2025-04-07,12,4753,2554,13
2025-04-07,13,4168,3971,5
2025-04-07,14,4262,3643,9
2025-04-07,15,2868,1003,4
2025-04-07,16,1434,3873,12
2025-04-07,17,3862,4199,9
2025-04-07,18,1247,4976,6
2025-04-07,19,1340,2212,13
2025-04-07,20,4830,768,10
2025-04-07,21,1811,128,0
2025-04-07,22,3130,494,1
2025-04-07,23,4091,902,13
2025-04-07,24,4661,1903,8
2025-04-07,25,794,619,21
2025-04-07,26,495,2248,23
2025-04-07,27,713,518,13
2025-04-07,28,1039,2004,1
2025-04-07,29,2316,2593,17
2025-04-07,30,711,1871,5
2025-04-07,31,3513,1485,16
2025-04-07,32,2105,671,13
2025-04-07,33,3253,4838,16
2025-04-07,34,4860,609,5
2025-04-07,35,3695,3797,5
2025-04-07,36,4903,530,1
2025-04-07,37,2045,778,20
2025-04-07,38,2447,4717,23
2025-04-07,39,1197,3834,19
2025-04-07,40,1660,2657,6
2025-04-07,41,1807,4857,0
2025-04-07,42,4446,3545,13
2025-04-07,43,1541,4804,4
2025-04-07,44,3778,526,14
2025-04-07,45,4036,610,16
2025-04-07,46,1667,1953,22
2025-04-07,47,100,924,5
2025-04-07,48,1821,4297,11
2025-04-07,49,2906,2068,11
2025-04-07,50,3818,984,1
2025-04-07,51,3882,4673,4
2025-04-07,52,2310,1791,10
2025-04-07,53,799,4550,2
2025-04-07,54,4346,2225,15
2025-04-07,55,1390,899,17
2025-04-07,56,1122,3146,7
2025-04-07,57,483,3044,14
2025-04-07,58,532,1613,6
2025-04-07,59,3969,4289,4
2025-04-07,60,4561,2214,12
2025-04-07,61,3564,3989,9
2025-04-07,62,1032,4327,18
2025-04-07,63,3646,271,4
2025-04-07,64,1058,4011,22
2025-04-07,65,3834,371,0
2025-04-07,66,2746,3087,7
2025-04-07,67,3996,4038,22
2025-04-07,68,4866,4480,13
2025-04-07,69,4049,2784,5
2025-04-07,70,2551,2394,22
2025-04-07,71,2435,1535,19
2025-04-07,72,4079,4724,20
2025-04-07,73,4366,3827,21
2025-04-07,74,4150,3850,7
2025-04-07,75,2634,4946,19
2025-04-07,76,2810,3753,23
2025-04-07,77,4788,3136,22
2025-04-07,78,1838,1461,14
2025-04-07,79,3623,2593,22
2025-04-07,80,2467,3113,7
2025-04-07,81,1146,1537,5
2025-04-07,82,2155,2048,10
2025-04-07,83,4852,3309,22
2025-04-07,84,3051,3148,4
2025-04-07,85,3249,3726,22
2025-04-07,86,4894,4366,19
2025-04-07,87,1262,4452,17
2025-04-07,88,1078,1374,4
2025-04-07,89,250,1205,2
2025-04-07,90,2230,4292,7
2025-04-07,91,4833,4718,12
2025-04-07,92,665,4091,8
2025-04-07,93,4049,2120,15
2025-04-07,94,3660,3245,10
2025-04-07,95,1926,3524,7
2025-04-07,96,3137,303,6
2025-04-07,97,2075,465,13
2025-04-07,98,3099,2145,20
2025-04-07,99,1545,4249,3
2025-04-07,100,1422,2155,15
2025-04-08,1,4841,4070,4
2025-04-08,2,3989,822,20
2025-04-08,3,1070,3187,3
2025-04-08,4,3155,367,18
2025-04-08,5,2582,2446,17
2025-04-08,6,4623,938,21
2025-04-08,7,2101,3485,10
2025-04-08,8,4914,2264,6
2025-04-08,9,1278,838,6
2025-04-08,10,4982,353,10
2025-04-08,11,1413,4148,6
2025-04-08,12,1806,460,22
2025-04-08,13,2511,4048,15
2025-04-08,14,2015,1737,3
2025-04-08,15,4909,2443,23
2025-04-08,16,264,1358,6
2025-04-08,17,2128,3719,19
2025-04-08,18,2513,936,12
2025-04-08,19,3612,3679,21
2025-04-08,20,4103,2495,17
2025-04-08,21,1844,2090,9
2025-04-08,22,1165,1725,2
2025-04-08,23,3000,3826,20
2025-04-08,24,797,3410,8
2025-04-08,25,2806,4183,23
2025-04-08,26,3798,3286,6
2025-04-08,27,1458,826,14
2025-04-08,28,1894,2227,5
2025-04-08,29,1668,3730,3
2025-04-08,30,463,4027,18
2025-04-08,31,3851,1198,5
2025-04-08,32,2361,4388,10
2025-04-08,33,2863,276,15
2025-04-08,34,383,4199,14
2025-04-08,35,3097,2686,23
2025-04-08,36,4828,4587,7
2025-04-08,37,3100,263,16
2025-04-08,38,2611,1009,2
2025-04-08,39,3056,125,17
2025-04-08,40,706,1953,15
2025-04-08,41,4674,1349,18
2025-04-08,42,4249,4916,19
2025-04-08,43,1731,4068,14
2025-04-08,44,4252,4009,12
2025-04-08,45,4986,438,18
2025-04-08,46,662,2263,8
2025-04-08,47,3745,2965,9
2025-04-08,48,1378,4926,4
2025-04-08,49,1000,4494,22
2025-04-08,50,2091,2588,3
2025-04-08,51,3741,340,18
2025-04-08,52,4549,3445,17
2025-04-08,53,583,1801,21
2025-04-08,54,317,577,4
2025-04-08,55,2649,2516,21
2025-04-08,56,4465,3467,8
2025-04-08,57,4021,4100,16
2025-04-08,58,4686,2303,9
2025-04-08,59,3297,1113,12
2025-04-08,60,1619,937,18
2025-04-08,61,4841,2834,4
2025-04-08,62,2238,661,4
2025-04-08,63,4433,4065,0
2025-04-08,64,2907,3257,4
2025-04-08,65,2128,672,5
2025-04-08,66,1436,688,11
2025-04-08,67,1432,3604,10
2025-04-08,68,2109,851,7
2025-04-08,69,1787,2665,6
2025-04-08,70,3869,2077,11
2025-04-08,71,4864,4369,9
2025-04-08,72,2522,3238,10
2025-04-08,73,3225,2375,22
2025-04-08,74,2955,274,5
2025-04-08,75,4369,931,11
2025-04-08,76,303,4357,6
2025-04-08,77,121,4362,8
2025-04-08,78,2183,1479,22
2025-04-08,79,4960,1539,5
2025-04-08,80,2330,3092,2
2025-04-08,81,3805,2734,13
2025-04-08,82,1718,379,9
2025-04-08,83,4982,3524,12
2025-04-08,84,3989,4195,19
2025-04-08,85,4544,481,4
2025-04-08,86,3508,3787,10
2025-04-08,87,4527,2485,8
2025-04-08,88,1967,1013,7
2025-04-08,89,1377,3807,18
2025-04-08,90,658,2069,23
2025-04-08,91,2280,2842,10
2025-04-08,92,3067,2298,22
2025-04-08,93,1495,284,6
2025-04-08,94,848,3258,12
2025-04-08,95,4779,3299,19
2025-04-08,96,4480,2978,16
2025-04-08,97,4682,620,5
2025-04-08,98,3463,3018,20
2025-04-08,99,2754,2284,19
2025-04-08,100,146,833,6
2025-04-09,1,4203,4080,18
2025-04-09,2,2663,3324,5
2025-04-09,3,1000,2074,5
2025-04-09,4,1341,1474,14
2025-04-09,5,3419,4028,3
2025-04-09,6,563,533,6
2025-04-09,7,1745,2540,14
2025-04-09,8,632,4636,12
2025-04-09,9,1436,712,8
2025-04-09,10,2685,900,21
2025-04-09,11,1315,1386,3
2025-04-09,12,903,198,1
2025-04-09,13,2672,4567,13
2025-04-09,14,2428,686,1
2025-04-09,15,4444,1166,17
2025-04-09,16,4428,3970,19
2025-04-09,17,4184,1245,14
2025-04-09,18,705,3870,11
2025-04-09,19,3782,4423,19
2025-04-09,20,2938,2692,17
2025-04-09,21,2039,4670,13
2025-04-09,22,1022,4700,23
2025-04-09,23,2720,858,14
2025-04-09,24,163,3986,9
2025-04-09,25,949,863,10
2025-04-09,26,2421,4080,19
2025-04-09,27,1502,3123,18
2025-04-09,28,878,2048,8
2025-04-09,29,3930,4017,18
2025-04-09,30,3539,3109,13
2025-04-09,31,4909,2336,19
2025-04-09,32,920,302,0
2025-04-09,33,2576,3689,2
2025-04-09,34,894,3592,13
2025-04-09,35,3559,2824,12
2025-04-09,36,503,2186,1
2025-04-09,37,698,3000,8
2025-04-09,38,745,3377,4
2025-04-09,39,4406,888,8
2025-04-09,40,1080,4200,3
2025-04-09,41,4735,3446,12
2025-04-09,42,4873,3615,21
2025-04-09,43,4473,4660,12
2025-04-09,44,2756,2978,0
2025-04-09,45,1370,3223,19
2025-04-09,46,2784,2530,18
2025-04-09,47,122,317,11
2025-04-09,48,2520,2390,5
2025-04-09,49,4133,544,16
2025-04-09,50,1447,3943,15
2025-04-09,51,3496,1827,8
2025-04-09,52,2742,2883,9
2025-04-09,53,2081,2692,17
2025-04-09,54,2372,2153,5
2025-04-09,55,4553,2464,11
2025-04-09,56,4122,3974,9
2025-04-09,57,2571,595,12
2025-04-09,58,363,4745,6
2025-04-09,59,2091,2141,18
2025-04-09,60,4674,312,16
2025-04-09,61,586,208,8
2025-04-09,62,2877,3533,13
2025-04-09,63,858,1075,14
2025-04-09,64,3669,2014,5
2025-04-09,65,2515,2227,23
2025-04-09,66,4606,1663,15
2025-04-09,67,2337,4892,5
2025-04-09,68,2740,4966,13
2025-04-09,69,1058,3911,6
2025-04-09,70,4674,1554,4
2025-04-09,71,1006,4759,6
2025-04-09,72,885,3463,17
2025-04-09,73,4053,3039,10
2025-04-09,74,1460,3126,5
2025-04-09,75,2262,1974,19
2025-04-09,76,3105,3814,11
2025-04-09,77,3527,2808,19
2025-04-09,78,4770,4858,9
2025-04-09,79,213,1434,18
2025-04-09,80,2304,4646,15
2025-04-09,81,554,4950,1
2025-04-09,82,4158,1275,0
2025-04-09,83,936,3719,18
2025-04-09,84,2864,3105,1
2025-04-09,85,372,2530,23
2025-04-09,86,4522,4639,0
2025-04-09,87,2467,4915,23
2025-04-09,88,708,2130,9
2025-04-09,89,2814,100,11
2025-04-09,90,4200,4602,18
2025-04-09,91,3272,3368,15
2025-04-09,92,4996,3724,2
2025-04-09,93,3291,1691,2
2025-04-09,94,4420,3969,17
2025-04-09,95,1855,3394,13
2025-04-09,96,3497,4395,10
2025-04-09,97,3043,1862,20
2025-04-09,98,2500,3249,1
2025-04-09,99,2758,3994,13
2025-04-09,100,981,1214,21
2025-04-10,1,3910,2365,11
2025-04-10,2,2292,558,9
2025-04-10,3,4740,3556,23
2025-04-10,4,2266,4135,23
2025-04-10,5,2167,237,16
2025-04-10,6,3081,1595,11
2025-04-10,7,2607,4813,1
2025-04-10,8,318,131,5
2025-04-10,9,2201,4518,17
2025-04-10,10,1312,4693,19
2025-04-10,11,4518,1194,1
2025-04-10,12,2710,4499,17
2025-04-10,13,933,2761,22
2025-04-10,14,1776,1975,17
2025-04-10,15,2252,4301,17
2025-04-10,16,4948,2473,14
2025-04-10,17,116,1863,21
2025-04-10,18,2025,617,21
2025-04-10,19,2329,4805,2
2025-04-10,20,596,2142,10
2025-04-10,21,4330,4061,22
2025-04-10,22,4637,483,12
2025-04-10,23,3900,2406,9
2025-04-10,24,3758,3798,22
2025-04-10,25,4437,3597,6
2025-04-10,26,1150,847,0
2025-04-10,27,4744,4160,6
2025-04-10,28,882,1948,17
2025-04-10,29,378,4988,13
2025-04-10,30,3779,369,22
2025-04-10,31,3309,2572,1
2025-04-10,32,3257,2164,13
2025-04-10,33,4681,1074,14
2025-04-10,34,728,2013,11
2025-04-10,35,2407,642,21
2025-04-10,36,3305,1332,13
2025-04-10,37,4005,610,13
2025-04-10,38,1032,4090,5
2025-04-10,39,2888,1330,8
