"trip_id","stop_sequence","stop_id","arrival_time","departure_time"
31,5,81,"5:42:43","22:51:47"
32,1,9,"16:29:18","21:21:42"
32,2,34,"21:25:12","21:30:34"
32,3,20,"8:56:50","5:57:14"
32,4,87,"16:5:22","12:13:8"
32,5,21,"11:38:23","17:5:2"
33,1,1,"10:15:51","13:56:34"
33,2,52,"13:40:29","14:20:22"
33,3,44,"20:1:11","16:3:22"
33,4,74,"18:47:10","23:19:26"
33,5,42,"19:7:18","23:25:47"
34,1,24,"17:12:58","17:32:57"
34,2,73,"11:49:18","21:51:7"
34,3,16,"16:56:42","20:16:21"
34,4,67,"15:30:8","12:30:37"
34,5,34,"20:33:51","17:7:44"
35,1,27,"5:12:2","23:37:55"
35,2,33,"20:2:6","21:25:31"
35,3,79,"5:33:44","15:0:27"
35,4,1,"7:4:17","14:55:0"
35,5,98,"10:45:45","21:36:36"
36,1,58,"6:29:31","18:31:9"
36,2,20,"16:30:29","9:43:31"
36,3,92,"23:25:15","5:12:43"
36,4,34,"7:44:48","17:4:17"
36,5,74,"20:4:44","23:12:18"
37,1,77,"21:17:31","18:55:25"
37,2,34,"23:50:5","20:26:28"
37,3,33,"8:12:23","21:2:9"
37,4,53,"12:53:45","18:23:48"
37,5,2,"9:46:39","20:5:0"
38,1,55,"13:56:37","5:10:49"
38,2,34,"17:30:32","5:52:20"
38,3,26,"7:12:53","20:29:7"
38,4,73,"6:2:58","6:0:14"
38,5,98,"23:0:15","14:50:3"
39,1,92,"16:47:32","10:18:6"
39,2,50,"12:45:35","11:29:37"
39,3,77,"9:38:1","17:49:51"
39,4,32,"9:32:41","15:46:29"
39,5,49,"11:41:51","17:11:30"
40,1,54,"19:23:29","18:17:43"
40,2,48,"11:59:3","13:37:16"
40,3,75,"8:44:59","23:14:47"
40,4,86,"19:53:3","7:56:0"
40,5,50,"19:22:3","10:44:32"
41,1,17,"10:39:22","23:30:56"
41,2,99,"22:40:57","22:52:59"
41,3,93,"9:15:36","8:26:48"
41,4,99,"8:28:36","11:54:34"
41,5,64,"8:24:24","6:15:19"
42,1,19,"16:20:6","20:5:24"
42,2,61,"7:54:14","13:34:41"
42,3,44,"6:14:10","22:33:46"
42,4,28,"16:0:41","15:17:30"
42,5,64,"19:20:16","5:56:59"
43,1,57,"12:40:28","20:31:29"
43,2,13,"8:35:31","19:34:52"
43,3,81,"18:48:17","9:10:14"
43,4,48,"23:54:41","20:0:55"
43,5,9,"6:39:29","20:17:59"
44,1,96,"8:42:36","18:3:12"
44,2,19,"22:46:2","7:9:1"
44,3,86,"5:20:6","18:6:58"
44,4,67,"13:5:51","14:8:35"
44,5,75,"8:29:50","15:20:6"
45,1,69,"10:33:34","22:7:37"
45,2,58,"5:31:16","21:54:53"
45,3,33,"20:40:58","8:42:12"
45,4,22,"21:28:8","14:50:38"
45,5,98,"20:52:0","10:37:7"
46,1,24,"20:48:45","22:22:24"
46,2,44,"18:48:41","13:40:39"
46,3,4,"19:50:8","22:28:54"
46,4,25,"6:55:1","17:37:38"
46,5,21,"16:2:42","12:29:25"
47,1,74,"17:24:20","19:48:2"
47,2,4,"20:13:29","21:55:40"
47,3,3,"22:51:24","19:12:33"
47,4,58,"15:16:50","13:37:31"
47,5,1,"20:56:4","8:55:15"
48,1,92,"12:41:22","7:53:51"
48,2,51,"8:4:43","17:31:41"
48,3,80,"7:43:25","22:28:46"
48,4,7,"9:14:18","8:54:39"
48,5,3,"21:52:11","6:59:47"
49,1,23,"22:46:33","7:22:8"
49,2,47,"12:21:45","20:7:14"
49,3,99,"15:12:4","20:50:44"
49,4,75,"16:16:26","9:45:30"
49,5,36,"10:30:35","21:2:54"
50,1,83,"13:25:18","7:56:50"
50,2,24,"9:45:13","23:40:28"
50,3,55,"6:8:21","12:59:0"
50,4,25,"23:16:56","9:20:40"
50,5,67,"9:53:7","21:1:27"
51,1,100,"23:19:57","8:40:17"
51,2,41,"18:21:31","18:54:1"
51,3,73,"14:29:4","10:19:44"
51,4,72,"9:17:16","20:37:45"
51,5,47,"10:58:54","9:59:40"
52,1,63,"10:50:2","9:36:4"
52,2,61,"8:13:7","8:37:45"
52,3,60,"23:40:7","18:24:12"
52,4,25,"7:19:2","22:11:38"
52,5,79,"22:27:50","16:40:52"
53,1,91,"11:12:36","7:37:29"
53,2,10,"19:6:36","20:0:36"
53,3,46,"5:7:25","7:10:9"
53,4,39,"10:35:14","15:8:42"
53,5,5,"20:43:32","16:52:31"
54,1,93,"19:41:39","23:11:20"
54,2,30,"12:18:32","21:33:27"
54,3,5,"18:42:2","10:54:38"
54,4,18,"11:54:11","7:54:15"
54,5,5,"23:53:41","8:53:48"
55,1,23,"15:15:7","5:33:32"
55,2,76,"20:37:56","16:18:56"
55,3,99,"17:26:53","18:26:36"
55,4,5,"13:30:13","10:42:0"
55,5,45,"5:12:49","16:30:25"
56,1,83,"22:16:40","17:50:13"
56,2,2,"23:59:9","14:33:13"
56,3,83,"13:46:59","13:54:48"
56,4,12,"16:3:9","7:0:20"
56,5,13,"18:53:25","12:0:2"
57,1,22,"14:2:51","22:48:16"
57,2,73,"23:58:10","6:10:50"
57,3,82,"22:5:29","23:58:42"
57,4,33,"13:14:39","13:4:55"
57,5,69,"6:56:26","18:54:45"
58,1,90,"21:36:11","12:48:59"
58,2,75,"5:34:50","21:49:53"
58,3,62,"9:44:55","15:2:58"
58,4,61,"7:8:58","14:20:27"
58,5,54,"13:23:59","6:57:49"
59,1,28,"9:6:28","8:31:8"
59,2,41,"7:24:25","5:18:16"
59,3,88,"17:32:37","22:2:42"
59,4,3,"14:5:57","10:44:24"
59,5,6,"7:52:4","10:53:35"
60,1,98,"12:36:18","15:8:5"
60,2,14,"10:19:47","6:23:9"
60,3,13,"22:16:41","8:54:54"
60,4,64,"10:43:15","11:5:51"
60,5,67,"13:59:0","6:43:45"
61,1,45,"18:34:28","6:32:12"
61,2,97,"6:10:6","20:16:22"
61,3,52,"19:9:18","22:43:57"
61,4,20,"14:31:23","17:13:51"
61,5,94,"23:59:42","7:56:13"
62,1,69,"8:59:57","17:31:35"
62,2,35,"7:55:6","15:52:18"
62,3,60,"10:52:39","19:20:34"
62,4,20,"5:27:59","19:56:26"
62,5,24,"10:20:22","22:59:39"
63,1,80,"22:0:38","20:23:53"
63,2,30,"22:25:6","10:42:6"
63,3,46,"20:22:27","14:2:18"
63,4,25,"8:26:28","7:21:42"
63,5,53,"12:34:23","23:29:52"
64,1,93,"5:37:48","17:31:7"
64,2,10,"5:6:31","18:27:43"
64,3,21,"7:17:11","22:56:50"
64,4,57,"13:45:16","20:41:50"
64,5,42,"23:45:2","13:42:8"
65,1,53,"11:43:28","20:36:10"
65,2,15,"6:16:17","20:49:51"
65,3,94,"6:29:20","18:40:58"
65,4,94,"7:28:30","7:20:0"
65,5,13,"14:4:44","13:35:42"
66,1,69,"10:51:19","12:59:30"
66,2,74,"22:7:40","18:33:9"
66,3,58,"21:50:57","9:17:30"
66,4,53,"16:30:40","20:48:21"
66,5,64,"20:50:37","14:19:53"
67,1,29,"22:7:5","8:0:39"
67,2,52,"22:39:50","8:43:15"
67,3,37,"8:16:26","14:58:57"
67,4,98,"21:40:46","9:23:54"
67,5,30,"13:58:19","11:34:59"
68,1,100,"6:36:8","21:19:54"
68,2,92,"12:59:15","5:2:7"
68,3,84,"16:39:35","19:30:10"
68,4,16,"17:54:46","18:47:28"
68,5,10,"10:57:15","17:23:41"
69,1,56,"11:54:53","16:39:33"
69,2,7,"15:41:36","20:59:48"
69,3,47,"19:22:29","9:12:1"
69,4,33,"5:19:29","23:36:4"
69,5,97,"12:40:25","18:13:59"
70,1,10,"9:9:24","16:55:42"
70,2,19,"18:10:42","22:9:9"
70,3,28,"12:48:18","20:36:14"
70,4,69,"17:18:25","17:30:50"
70,5,23,"18:26:52","13:9:8"
71,1,7,"21:58:45","21:38:49"
71,2,4,"6:19:13","19:9:59"
71,3,99,"21:50:57","15:37:43"
71,4,67,"5:22:40","12:51:37"
71,5,95,"9:48:33","7:17:37"
72,1,37,"20:21:51","7:26:28"
72,2,86,"21:58:35","11:37:20"
72,3,78,"5:32:31","14:55:22"
72,4,33,"6:22:16","7:36:34"
72,5,5,"9:20:51","14:33:23"
73,1,16,"10:46:37","9:51:26"
73,2,94,"8:8:16","7:1:43"
73,3,97,"17:39:5","6:43:33"
73,4,66,"22:39:14","20:18:2"
73,5,57,"8:57:43","9:40:58"
74,1,50,"20:20:37","14:11:49"
74,2,28,"16:11:1","7:17:23"
74,3,50,"22:12:9","20:6:13"
74,4,37,"17:33:40","10:51:26"
74,5,81,"17:9:23","22:57:19"
75,1,71,"7:33:9","17:22:46"
75,2,21,"12:42:17","23:36:48"
75,3,23,"12:18:36","18:38:4"
75,4,88,"14:18:17","10:42:19"
75,5,93,"14:16:46","15:47:37"
76,1,60,"23:26:24","6:11:42"
76,2,53,"16:14:17","5:16:24"
76,3,34,"12:0:39","9:39:34"
76,4,100,"7:1:56","7:33:47"
76,5,24,"12:44:23","9:19:51"
77,1,52,"15:55:20","17:8:49"
77,2,20,"15:49:47","22:26:34"
77,3,82,"15:14:36","19:9:54"
77,4,38,"20:48:36","6:24:3"
77,5,79,"10:12:6","10:59:57"
78,1,23,"9:24:3","18:57:10"
78,2,49,"21:23:46","8:14:0"
78,3,56,"17:41:58","13:6:35"
78,4,25,"19:12:16","22:11:40"
78,5,94,"21:38:15","19:41:17"
79,1,85,"23:45:24","13:31:21"
79,2,15,"5:45:22","20:45:10"
79,3,47,"17:16:16","11:38:40"
79,4,90,"10:1:35","10:18:44"
79,5,69,"8:43:39","19:28:2"
80,1,29,"5:14:55","23:2:1"
80,2,62,"17:36:11","17:19:20"
80,3,55,"19:17:47","17:5:29"
80,4,96,"20:55:0","10:18:41"
80,5,91,"7:8:34","11:3:48"
81,1,29,"14:21:43","11:59:24"
81,2,66,"12:24:0","10:24:59"
81,3,65,"12:39:52","22:2:32"
81,4,80,"18:38:11","6:55:38"
81,5,86,"13:46:56","8:55:8"
82,1,25,"16:31:2","6:54:59"
82,2,40,"23:28:58","8:2:6"
82,3,9,"10:8:44","15:3:22"
82,4,48,"16:36:28","21:31:55"
82,5,67,"21:22:22","19:55:52"
83,1,84,"8:13:3","20:15:15"
83,2,18,"18:1:42","20:55:51"
83,3,33,"13:55:2","8:25:55"
83,4,73,"5:57:30","8:54:40"
83,5,55,"23:55:4","15:22:46"
84,1,75,"22:50:33","10:4:51"
84,2,85,"8:56:0","21:14:3"
84,3,64,"21:5:13","5:22:32"
84,4,25,"12:12:52","13:25:13"
84,5,12,"21:31:19","19:47:5"
85,1,77,"18:8:18","10:36:12"
85,2,9,"20:37:37","23:59:31"
85,3,87,"19:27:31","11:10:33"
85,4,39,"20:45:25","19:52:53"
85,5,53,"10:54:21","15:50:13"
86,1,69,"6:17:45","16:14:11"
86,2,51,"11:55:46","9:55:51"
86,3,18,"18:3:37","16:14:4"
86,4,7,"16:25:3","8:53:29"
86,5,39,"21:44:36","8:19:56"
87,1,75,"8:47:38","23:31:20"
87,2,55,"16:6:53","8:9:59"
87,3,96,"13:21:25","20:33:53"
87,4,54,"21:3:2","15:6:46"
87,5,79,"12:45:36","8:58:59"
88,1,51,"9:14:15","20:20:56"
88,2,30,"21:40:10","20:20:57"
88,3,85,"16:22:24","11:13:5"
88,4,82,"23:16:18","23:12:8"
88,5,5,"7:48:14","7:13:12"
89,1,77,"8:33:28","22:22:54"
89,2,27,"8:10:25","8:39:29"
89,3,8,"19:14:36","17:52:40"
89,4,49,"15:16:26","5:57:58"
89,5,72,"16:53:16","14:20:56"
90,1,44,"10:44:55","11:5:52"
90,2,87,"18:7:25","12:57:38"
90,3,35,"7:12:16","23:16:0"
90,4,25,"11:45:49","18:53:14"
90,5,5,"11:27:58","5:24:4"
91,1,6,"7:59:0","20:7:16"
91,2,84,"14:21:47","8:47:6"
91,3,79,"11:35:22","19:37:14"
91,4,74,"20:57:57","11:58:27"
91,5,100,"9:41:7","15:48:56"
92,1,99,"14:34:20","14:16:25"
92,2,25,"21:13:49","23:40:45"
92,3,86,"6:59:7","20:55:43"
92,4,2,"7:31:8","17:52:32"
92,5,75,"12:4:12","5:14:45"
93,1,90,"23:36:32","9:58:28"
93,2,85,"15:42:39","11:21:34"
93,3,23,"9:44:32","8:58:11"
93,4,86,"6:2:20","9:15:35"
93,5,60,"5:1:50","7:3:43"
94,1,25,"11:48:51","9:44:12"
94,2,61,"8:35:25","11:36:39"
94,3,76,"22:27:29","8:27:11"
94,4,69,"21:11:7","17:48:50"
94,5,49,"22:3:57","14:21:5"
95,1,73,"20:20:42","7:3:22"
95,2,98,"16:56:18","8:42:35"
95,3,95,"12:59:14","9:31:9"
95,4,47,"6:36:41","5:14:45"
95,5,24,"17:39:37","16:18:27"
96,1,74,"15:15:58","9:33:42"
96,2,49,"11:27:41","7:19:9"
96,3,88,"7:26:21","20:25:29"
96,4,21,"10:11:48","10:15:1"
96,5,87,"12:17:4","17:34:5"
97,1,66,"15:45:17","15:40:13"
97,2,15,"22:10:15","18:23:59"
97,3,27,"14:5:8","6:7:11"
97,4,33,"18:26:8","10:16:19"
97,5,66,"14:31:51","5:4:54"
98,1,98,"8:47:24","8:13:16"
98,2,82,"10:57:5","20:56:12"
98,3,76,"16:32:3","8:6:27"
98,4,14,"8:59:24","15:6:56"
98,5,58,"19:15:6","6:23:16"
99,1,15,"9:49:40","19:42:14"
99,2,48,"17:54:22","8:26:56"
99,3,7,"21:16:48","22:4:11"
99,4,60,"10:37:16","22:16:1"
99,5,69,"20:49:37","17:49:34"
100,1,84,"19:51:28","12:49:49"
100,2,33,"20:22:42","16:8:51"
100,3,89,"6:47:47","23:45:36"
100,4,6,"11:38:47","17:19:39"
100,5,65,"14:55:32","11:56:6"
101,1,16,"6:59:16","8:56:21"
101,2,38,"19:49:38","6:53:43"
101,3,44,"16:21:40","5:39:13"
101,4,2,"7:45:22","17:11:58"
101,5,90,"7:43:17","9:42:18"
102,1,2,"21:40:54","11:55:8"
102,2,4,"6:32:22","22:20:16"
102,3,14,"19:31:48","10:22:6"
102,4,35,"11:3:55","5:46:4"
102,5,38,"9:38:29","11:1:23"
103,1,13,"8:8:54","9:1:18"
103,2,21,"23:23:58","14:30:3"
103,3,99,"15:26:52","13:21:29"
103,4,62,"19:27:50","12:33:28"
103,5,16,"15:4:58","16:59:27"
104,1,33,"6:16:59","13:55:56"
104,2,3,"5:22:41","11:27:25"
104,3,28,"23:43:26","22:4:3"
104,4,47,"12:20:16","6:7:56"
104,5,74,"5:22:42","7:28:48"
105,1,81,"21:50:28","19:23:13"
105,2,63,"17:19:29","22:17:1"
105,3,100,"9:22:27","17:53:11"
105,4,68,"17:2:9","23:15:47"
105,5,88,"16:45:38","9:50:55"
106,1,4,"18:31:44","13:10:7"
106,2,11,"15:0:53","5:9:37"
106,3,85,"14:5:28","7:45:5"
106,4,67,"12:21:0","8:3:2"
106,5,49,"9:1:6","6:56:4"
107,1,11,"22:22:51","21:8:15"
107,2,48,"6:50:57","10:5:0"
107,3,14,"5:12:35","8:57:2"
107,4,60,"9:51:33","12:34:29"
107,5,56,"13:45:45","10:43:10"
108,1,62,"15:49:59","8:54:0"
108,2,6,"9:24:6","19:35:41"
108,3,100,"23:29:22","20:42:41"
108,4,90,"12:3:39","12:10:21"
108,5,42,"9:47:19","6:54:51"
109,1,99,"23:6:32","5:17:2"
109,2,72,"8:2:24","19:53:40"
109,3,10,"5:53:42","5:32:53"
109,4,36,"12:53:36","12:5:27"
109,5,83,"19:37:17","20:50:55"
110,1,49,"13:57:27","7:23:41"
110,2,84,"22:3:25","17:15:11"
110,3,57,"8:33:17","18:58:20"
110,4,71,"7:57:34","15:14:56"
110,5,75,"6:28:6","16:41:23"
111,1,13,"22:13:26","21:13:53"
111,2,2,"15:56:39","16:43:49"
111,3,78,"23:23:54","9:6:41"
111,4,6,"10:34:17","6:11:41"
111,5,89,"5:56:58","5:24:39"
112,1,3,"9:42:30","21:47:44"
112,2,54,"13:29:57","15:29:30"
112,3,10,"15:44:22","14:18:45"
112,4,27,"18:36:20","23:12:37"
112,5,72,"6:31:28","6:51:48"
113,1,54,"5:10:34","19:35:27"
113,2,95,"21:28:9","8:36:2"
113,3,16,"6:42:26","8:11:27"
113,4,75,"23:50:59","9:27:18"
113,5,55,"11:59:40","16:17:43"
114,1,17,"14:39:6","16:8:46"
114,2,4,"7:30:21","13:39:57"
114,3,56,"19:18:11","16:35:15"
114,4,50,"19:10:16","17:47:23"
114,5,59,"10:19:35","14:15:27"
115,1,51,"9:20:49","17:9:9"
115,2,13,"16:56:24","13:19:36"
115,3,94,"11:16:4","16:28:4"
115,4,3,"23:23:9","8:21:26"
115,5,30,"17:59:26","15:12:39"
116,1,100,"8:9:53","6:8:2"
116,2,25,"13:38:13","17:34:55"
116,3,31,"6:5:49","20:46:8"
116,4,86,"8:30:9","22:33:23"
116,5,47,"16:45:59","12:25:15"
117,1,7,"9:51:36","11:9:42"
117,2,98,"11:56:28","19:19:43"
117,3,19,"23:22:41","14:34:21"
117,4,23,"13:33:18","21:12:12"
117,5,73,"10:5:40","13:11:48"
118,1,17,"20:4:43","21:38:26"
118,2,12,"9:20:25","23:35:24"
118,3,70,"22:32:24","13:53:7"
118,4,88,"19:24:15","15:52:18"
118,5,47,"13:29:45","13:48:14"
119,1,61,"8:22:5","6:43:2"
119,2,73,"7:57:26","17:35:29"
119,3,63,"19:1:31","15:30:12"
119,4,69,"23:13:11","14:26:49"
119,5,96,"6:18:38","19:59:19"
120,1,84,"21:31:6","20:50:19"
120,2,41,"10:13:21","7:13:36"
120,3,61,"17:42:38","13:2:13"
120,4,23,"22:33:47","15:27:46"
120,5,71,"18:23:3","20:50:20"
121,1,29,"23:9:3","6:44:18"
121,2,23,"5:5:41","21:20:6"
121,3,5,"18:24:37","7:1:34"
121,4,85,"23:22:6","21:43:49"
121,5,31,"17:34:27","8:42:43"
122,1,86,"20:6:34","17:19:23"
122,2,9,"11:34:10","12:27:47"
122,3,83,"20:20:11","20:16:39"
122,4,66,"16:3:49","22:21:14"
122,5,73,"22:29:12","12:59:54"
123,1,62,"18:27:9","14:38:17"
123,2,21,"14:5:54","5:6:57"
123,3,6,"9:17:44","20:46:32"
123,4,32,"8:52:39","9:23:55"
123,5,18,"5:9:0","12:29:21"
124,1,78,"17:44:30","6:4:9"
124,2,22,"8:44:55","19:2:4"
124,3,18,"21:37:37","21:18:44"
124,4,24,"17:11:6","6:51:22"
124,5,9,"19:42:29","18:50:59"
125,1,94,"15:5:42","10:28:19"
125,2,47,"9:37:21","9:17:15"
125,3,83,"22:34:35","23:41:36"
125,4,36,"19:35:12","11:5:36"
125,5,63,"22:45:30","15:21:13"
126,1,59,"21:25:15","12:1:56"
126,2,76,"19:43:44","11:41:15"
126,3,25,"7:9:25","23:24:26"
126,4,77,"10:19:29","11:37:12"
126,5,47,"14:43:10","12:14:30"
127,1,35,"13:58:14","13:56:14"
127,2,93,"14:58:40","22:8:32"
127,3,63,"14:10:15","17:1:17"
127,4,66,"5:40:41","22:58:6"
127,5,23,"10:9:26","13:23:51"
128,1,35,"15:41:21","15:30:2"
128,2,93,"17:30:5","11:1:31"
128,3,51,"18:4:28","10:44:19"
128,4,96,"8:59:19","10:53:46"
128,5,41,"8:49:38","6:16:29"
129,1,31,"15:14:40","23:26:23"
129,2,70,"17:51:29","11:10:49"
129,3,33,"21:26:20","23:46:45"
129,4,71,"10:6:0","10:46:50"
129,5,3,"5:26:41","14:28:50"
130,1,47,"7:13:34","18:48:56"
130,2,100,"23:39:30","20:21:48"
130,3,35,"7:41:8","21:54:5"
130,4,75,"14:30:43","7:5:33"
130,5,45,"10:50:20","18:42:21"
131,1,42,"5:19:18","15:12:33"
131,2,80,"12:56:36","11:5:24"
131,3,44,"9:12:8","8:20:12"
131,4,7,"11:46:7","7:38:54"
131,5,37,"19:29:56","17:57:29"
132,1,40,"5:12:51","15:17:42"
132,2,93,"6:17:52","19:54:4"
132,3,91,"20:35:28","19:41:2"
132,4,15,"9:48:28","10:32:7"
132,5,58,"12:18:51","8:28:20"
133,1,75,"13:31:21","7:12:28"
133,2,46,"21:41:44","23:3:4"
133,3,82,"22:42:59","8:27:54"
133,4,85,"22:1:52","16:18:19"
133,5,50,"6:29:31","14:13:24"
134,1,52,"12:31:35","20:55:46"
134,2,18,"9:46:22","20:5:40"
134,3,29,"16:27:40","16:44:28"
134,4,27,"14:45:50","10:30:56"
134,5,89,"13:38:58","6:11:24"
135,1,86,"14:58:1","8:41:36"
135,2,27,"23:49:0","15:36:3"
135,3,98,"21:19:13","11:18:24"
135,4,2,"9:48:58","11:16:2"
135,5,92,"13:21:23","5:32:15"
136,1,74,"8:18:55","5:20:37"
136,2,22,"12:13:24","14:5:54"
136,3,39,"13:19:39","17:36:18"
136,4,40,"12:14:31","20:4:34"
136,5,78,"12:37:5","14:15:53"
137,1,98,"7:1:8","6:11:7"
137,2,85,"12:12:22","6:10:58"
137,3,84,"17:31:4","22:42:27"
137,4,14,"16:12:21","11:4:48"
137,5,7,"13:10:59","10:57:33"
138,1,86,"15:43:43","5:58:52"
138,2,53,"7:46:14","7:20:52"
138,3,69,"15:4:56","20:38:36"
138,4,32,"19:27:14","6:50:49"
138,5,4,"12:9:30","16:25:34"
139,1,65,"16:8:32","18:18:33"
139,2,89,"22:41:22","14:38:25"
139,3,14,"11:54:40","8:5:16"
139,4,5,"13:7:10","13:17:11"
139,5,86,"5:42:49","13:38:26"
140,1,92,"19:19:34","18:22:2"
140,2,26,"10:2:6","12:50:12"
